GateI,GateV,DrainI
-7.2208E-9,-20.0000E+0,5.0163E-9
-7.2429E-9,-19.5000E+0,5.0191E-9
-7.2618E-9,-19.0000E+0,5.0222E-9
-7.2762E-9,-18.5000E+0,5.0242E-9
-7.2946E-9,-18.0000E+0,5.0353E-9
-7.3148E-9,-17.5000E+0,5.0448E-9
-7.3363E-9,-17.0000E+0,5.0557E-9
-7.3532E-9,-16.5000E+0,5.0652E-9
-7.3716E-9,-16.0000E+0,5.0741E-9
-7.3874E-9,-15.5000E+0,5.0825E-9
-7.4070E-9,-15.0000E+0,5.0944E-9
-7.4210E-9,-14.5000E+0,5.1041E-9
-7.4339E-9,-14.0000E+0,5.1114E-9
-7.4531E-9,-13.5000E+0,5.1218E-9
-7.4633E-9,-13.0000E+0,5.1299E-9
-7.4778E-9,-12.5000E+0,5.1407E-9
-7.4906E-9,-12.0000E+0,5.1528E-9
-7.5158E-9,-11.5000E+0,5.1728E-9
-7.5304E-9,-11.0000E+0,5.2821E-9
-7.5382E-9,-10.5000E+0,6.7378E-9
-7.5510E-9,-10.0000E+0,15.9722E-9
-7.5678E-9,-9.5000E+0,48.1534E-9
-7.5772E-9,-9.0000E+0,136.2468E-9
-7.5943E-9,-8.5000E+0,283.9714E-9
-7.6044E-9,-8.0000E+0,518.6962E-9
-7.6233E-9,-7.5000E+0,858.2711E-9
-7.6476E-9,-7.0000E+0,1.2838E-6
-7.6587E-9,-6.5000E+0,1.8936E-6
-7.6691E-9,-6.0000E+0,2.6505E-6
-7.6814E-9,-5.5000E+0,3.5659E-6
-7.6907E-9,-5.0000E+0,4.6563E-6
-7.7008E-9,-4.5000E+0,5.9296E-6
-7.7165E-9,-4.0000E+0,7.3982E-6
-7.7438E-9,-3.5000E+0,9.0076E-6
-7.7572E-9,-3.0000E+0,10.9188E-6
-7.7750E-9,-2.5000E+0,13.0588E-6
-7.7906E-9,-2.0000E+0,15.4439E-6
-7.7874E-9,-1.5000E+0,18.0736E-6
-7.8029E-9,-1.0000E+0,20.9752E-6
-7.7637E-9,-500.0000E-3,24.1598E-6
-6.2457E-9,000.0000E-3,27.6624E-6
1.4159E-9,500.0000E-3,31.4956E-6
19.4495E-9,1.0000E+0,35.6878E-6
50.9831E-9,1.5000E+0,40.2138E-6
98.8526E-9,2.0000E+0,45.0983E-6
164.3461E-9,2.5000E+0,50.4864E-6
249.5939E-9,3.0000E+0,56.2618E-6
358.9492E-9,3.5000E+0,62.5977E-6
488.5951E-9,4.0000E+0,69.1688E-6
642.4893E-9,4.5000E+0,76.1426E-6
818.1443E-9,5.0000E+0,83.1661E-6
1.0191E-6,5.5000E+0,90.5562E-6
1.2543E-6,6.0000E+0,98.7473E-6
1.5197E-6,6.5000E+0,107.3483E-6
1.8173E-6,7.0000E+0,116.3280E-6
2.1480E-6,7.5000E+0,125.7179E-6
2.5141E-6,8.0000E+0,135.4755E-6
2.9166E-6,8.5000E+0,145.6270E-6
3.3558E-6,9.0000E+0,156.1747E-6
3.8325E-6,9.5000E+0,167.0663E-6
4.3481E-6,10.0000E+0,178.3445E-6
4.9054E-6,10.5000E+0,190.0177E-6
5.4470E-6,11.0000E+0,200.8298E-6
6.0795E-6,11.5000E+0,213.0816E-6
6.7265E-6,12.0000E+0,225.1226E-6
7.3403E-6,12.5000E+0,236.0127E-6
8.0627E-6,13.0000E+0,248.6064E-6
8.8331E-6,13.5000E+0,261.6615E-6
9.6187E-6,14.0000E+0,274.2838E-6
10.4845E-6,14.5000E+0,288.1485E-6
11.4004E-6,15.0000E+0,302.4092E-6
12.3644E-6,15.5000E+0,317.0177E-6
13.3604E-6,16.0000E+0,331.6825E-6
14.3991E-6,16.5000E+0,346.3998E-6
15.5027E-6,17.0000E+0,360.0200E-6
16.1286E-6,17.5000E+0,366.9420E-6
17.8301E-6,18.0000E+0,390.7151E-6
20.2403E-6,18.5000E+0,423.8522E-6
21.5563E-6,19.0000E+0,439.0666E-6
22.8523E-6,19.5000E+0,453.8908E-6
24.2928E-6,20.0000E+0,468.8346E-6
24.2207E-6,20.0000E+0,467.4772E-6
22.5786E-6,19.5000E+0,447.8202E-6
20.9972E-6,19.0000E+0,427.8073E-6
19.5274E-6,18.5000E+0,409.9272E-6
18.1344E-6,18.0000E+0,392.2741E-6
16.8592E-6,17.5000E+0,375.5507E-6
15.5934E-6,17.0000E+0,358.4841E-6
14.4466E-6,16.5000E+0,342.1794E-6
13.3351E-6,16.0000E+0,326.3996E-6
12.2570E-6,15.5000E+0,310.6247E-6
11.2585E-6,15.0000E+0,295.2483E-6
10.3283E-6,14.5000E+0,280.5264E-6
9.4509E-6,14.0000E+0,266.4058E-6
8.6218E-6,13.5000E+0,252.6370E-6
7.8234E-6,13.0000E+0,238.8559E-6
7.0719E-6,12.5000E+0,225.5447E-6
6.3793E-6,12.0000E+0,212.9732E-6
5.7346E-6,11.5000E+0,200.5242E-6
5.1271E-6,11.0000E+0,188.5525E-6
4.5522E-6,10.5000E+0,176.8159E-6
4.0204E-6,10.0000E+0,165.4238E-6
3.5325E-6,9.5000E+0,154.6000E-6
3.0803E-6,9.0000E+0,144.0963E-6
2.6672E-6,8.5000E+0,134.0285E-6
2.2921E-6,8.0000E+0,124.4406E-6
1.9476E-6,7.5000E+0,115.1816E-6
1.6340E-6,7.0000E+0,106.2089E-6
1.3374E-6,6.5000E+0,97.1407E-6
1.0397E-6,6.0000E+0,87.2186E-6
838.5401E-9,5.5000E+0,79.9855E-6
700.0321E-9,5.0000E+0,74.6762E-6
539.7948E-9,4.5000E+0,67.9102E-6
403.7467E-9,4.0000E+0,61.4761E-6
291.3577E-9,3.5000E+0,55.4284E-6
200.5692E-9,3.0000E+0,49.7674E-6
129.6748E-9,2.5000E+0,44.5163E-6
76.5320E-9,2.0000E+0,39.6173E-6
37.8007E-9,1.5000E+0,35.1264E-6
13.3474E-9,1.0000E+0,30.8843E-6
119.8081E-12,500.0000E-3,27.1138E-6
-5.1070E-9,000.0000E-3,23.6415E-6
-6.0438E-9,-500.0000E-3,20.4615E-6
-6.1472E-9,-1.0000E+0,17.6488E-6
