GateV,DrainI
-20.0000E+0,25.3197E-9
-19.5000E+0,24.2008E-9
-19.0000E+0,23.4245E-9
-18.5000E+0,22.8442E-9
-18.0000E+0,22.3983E-9
-17.5000E+0,22.0477E-9
-17.0000E+0,21.7689E-9
-16.5000E+0,21.5397E-9
-16.0000E+0,21.3563E-9
-15.5000E+0,21.2114E-9
-15.0000E+0,21.0869E-9
-14.5000E+0,20.9878E-9
-14.0000E+0,20.9107E-9
-13.5000E+0,20.8520E-9
-13.0000E+0,20.7988E-9
-12.5000E+0,20.7582E-9
-12.0000E+0,20.7280E-9
-11.5000E+0,20.7012E-9
-11.0000E+0,20.6810E-9
-10.5000E+0,20.6690E-9
-10.0000E+0,20.6575E-9
-9.5000E+0,20.6478E-9
-9.0000E+0,20.6455E-9
-8.5000E+0,20.6450E-9
-8.0000E+0,20.6435E-9
-7.5000E+0,20.6463E-9
-7.0000E+0,20.6513E-9
-6.5000E+0,20.6608E-9
-6.0000E+0,20.6655E-9
-5.5000E+0,20.6752E-9
-5.0000E+0,20.6814E-9
-4.5000E+0,20.6904E-9
-4.0000E+0,20.6992E-9
-3.5000E+0,20.7069E-9
-3.0000E+0,20.7129E-9
-2.5000E+0,20.7230E-9
-2.0000E+0,20.7339E-9
-1.5000E+0,20.7420E-9
-1.0000E+0,20.7498E-9
-500.0000E-3,20.7606E-9
000.0000E-3,20.7689E-9
500.0000E-3,20.7798E-9
1.0000E+0,20.7855E-9
1.5000E+0,20.7950E-9
2.0000E+0,20.8044E-9
2.5000E+0,20.8121E-9
3.0000E+0,20.8211E-9
3.5000E+0,20.8266E-9
4.0000E+0,20.8369E-9
4.5000E+0,20.8490E-9
5.0000E+0,20.8543E-9
5.5000E+0,20.8585E-9
6.0000E+0,20.8672E-9
6.5000E+0,20.8706E-9
7.0000E+0,20.8810E-9
7.5000E+0,20.8881E-9
8.0000E+0,20.8964E-9
8.5000E+0,20.9068E-9
9.0000E+0,20.9166E-9
9.5000E+0,20.9235E-9
10.0000E+0,20.9318E-9
10.5000E+0,20.9402E-9
11.0000E+0,20.9456E-9
11.5000E+0,20.9514E-9
12.0000E+0,20.9591E-9
12.5000E+0,20.9674E-9
13.0000E+0,20.9802E-9
13.5000E+0,20.9887E-9
14.0000E+0,20.9880E-9
14.5000E+0,21.0066E-9
15.0000E+0,20.9986E-9
15.5000E+0,21.0052E-9
16.0000E+0,21.0092E-9
16.5000E+0,21.0184E-9
17.0000E+0,21.0239E-9
17.5000E+0,21.0302E-9
18.0000E+0,21.0387E-9
18.5000E+0,21.0427E-9
19.0000E+0,21.0465E-9
19.5000E+0,21.0514E-9
20.0000E+0,21.0581E-9
20.0000E+0,21.0645E-9
19.5000E+0,21.0685E-9
19.0000E+0,21.0737E-9
18.5000E+0,21.0786E-9
18.0000E+0,21.0820E-9
17.5000E+0,21.0870E-9
17.0000E+0,21.0970E-9
16.5000E+0,21.1020E-9
16.0000E+0,21.1096E-9
15.5000E+0,21.1155E-9
15.0000E+0,21.1213E-9
14.5000E+0,21.1260E-9
14.0000E+0,21.1318E-9
13.5000E+0,21.1372E-9
13.0000E+0,21.1424E-9
12.5000E+0,21.1468E-9
12.0000E+0,21.1552E-9
11.5000E+0,21.1617E-9
11.0000E+0,21.1661E-9
10.5000E+0,21.1700E-9
10.0000E+0,21.1722E-9
9.5000E+0,21.1819E-9
9.0000E+0,21.1926E-9
8.5000E+0,21.1953E-9
8.0000E+0,21.1963E-9
7.5000E+0,21.2022E-9
7.0000E+0,21.2086E-9
6.5000E+0,21.2150E-9
6.0000E+0,21.2212E-9
5.5000E+0,21.2224E-9
5.0000E+0,21.2265E-9
4.5000E+0,21.2323E-9
4.0000E+0,21.2410E-9
3.5000E+0,21.2452E-9
3.0000E+0,21.2491E-9
2.5000E+0,21.2517E-9
2.0000E+0,21.2527E-9
1.5000E+0,21.2552E-9
1.0000E+0,21.2622E-9
500.0000E-3,21.2681E-9
000.0000E-3,21.2731E-9
-500.0000E-3,21.2781E-9
-1.0000E+0,21.2835E-9
-1.5000E+0,21.2897E-9
-2.0000E+0,21.2888E-9
-2.5000E+0,21.2894E-9
-3.0000E+0,21.2940E-9
-3.5000E+0,21.3011E-9
-4.0000E+0,21.2998E-9
-4.5000E+0,21.3048E-9
-5.0000E+0,21.3111E-9
-5.5000E+0,21.3158E-9
-6.0000E+0,21.3169E-9
-6.5000E+0,21.3221E-9
-7.0000E+0,21.3239E-9
-7.5000E+0,21.3261E-9
-8.0000E+0,21.3328E-9
-8.5000E+0,21.3325E-9
-9.0000E+0,21.3356E-9
-9.5000E+0,21.3382E-9
-10.0000E+0,21.3433E-9
-10.5000E+0,21.3454E-9
-11.0000E+0,21.3501E-9
-11.5000E+0,21.3530E-9
-12.0000E+0,21.3575E-9
-12.5000E+0,21.3590E-9
-13.0000E+0,21.3600E-9
-13.5000E+0,21.3634E-9
-14.0000E+0,21.3654E-9
-14.5000E+0,21.3705E-9
-15.0000E+0,21.3738E-9
-15.5000E+0,21.3763E-9
-16.0000E+0,21.3778E-9
-16.5000E+0,21.3809E-9
-17.0000E+0,21.3881E-9
-17.5000E+0,21.3894E-9
-18.0000E+0,21.3908E-9
-18.5000E+0,21.3930E-9
-19.0000E+0,21.3995E-9
-19.5000E+0,21.4042E-9
-20.0000E+0,21.4075E-9
