GateI,GateV,DrainI
45.5896E-12,-20.0000E+0,66.9719E-12
50.4108E-12,-19.5000E+0,61.4067E-12
53.1443E-12,-19.0000E+0,56.4182E-12
51.3791E-12,-18.5000E+0,52.8261E-12
52.7509E-12,-18.0000E+0,50.0435E-12
55.8677E-12,-17.5000E+0,48.0603E-12
58.2180E-12,-17.0000E+0,46.2288E-12
57.9456E-12,-16.5000E+0,44.3164E-12
57.3707E-12,-16.0000E+0,43.0313E-12
57.4413E-12,-15.5000E+0,41.3518E-12
60.5379E-12,-15.0000E+0,40.5222E-12
60.5077E-12,-14.5000E+0,39.2372E-12
57.7338E-12,-14.0000E+0,38.6302E-12
57.2597E-12,-13.5000E+0,37.0822E-12
59.4586E-12,-13.0000E+0,37.2339E-12
61.0523E-12,-12.5000E+0,35.7062E-12
59.6805E-12,-12.0000E+0,35.8074E-12
62.2022E-12,-11.5000E+0,34.6337E-12
62.1720E-12,-11.0000E+0,34.6742E-12
65.3695E-12,-10.5000E+0,33.6017E-12
61.4659E-12,-10.0000E+0,32.7012E-12
60.5581E-12,-9.5000E+0,32.7316E-12
60.3261E-12,-9.0000E+0,32.0739E-12
58.0969E-12,-8.5000E+0,31.1532E-12
57.6430E-12,-8.0000E+0,30.4349E-12
58.2785E-12,-7.5000E+0,29.8379E-12
62.0711E-12,-7.0000E+0,29.6761E-12
62.7066E-12,-6.5000E+0,29.6761E-12
63.2008E-12,-6.0000E+0,29.7975E-12
63.1504E-12,-5.5000E+0,29.7368E-12
63.4732E-12,-5.0000E+0,29.2208E-12
65.3392E-12,-4.5000E+0,28.4012E-12
65.0064E-12,-4.0000E+0,29.2714E-12
68.8293E-12,-3.5000E+0,28.5429E-12
69.4042E-12,-3.0000E+0,28.1787E-12
66.4690E-12,-2.5000E+0,28.0674E-12
69.2832E-12,-2.0000E+0,27.8954E-12
70.8164E-12,-1.5000E+0,26.8937E-12
65.6923E-12,-1.0000E+0,27.0556E-12
67.6693E-12,-500.0000E-3,28.2798E-12
64.9458E-12,000.0000E-3,625.3669E-12
66.1663E-12,500.0000E-3,5.8768E-9
65.1678E-12,1.0000E+0,19.7877E-9
65.1980E-12,1.5000E+0,45.1183E-9
67.8609E-12,2.0000E+0,84.6494E-9
66.8321E-12,2.5000E+0,139.5489E-9
65.8940E-12,3.0000E+0,212.1188E-9
67.2053E-12,3.5000E+0,304.2859E-9
66.4084E-12,4.0000E+0,417.6291E-9
69.3033E-12,4.5000E+0,553.9852E-9
68.7990E-12,5.0000E+0,714.9814E-9
68.8192E-12,5.5000E+0,897.3403E-9
