GateI,GateV,DrainI
43.5521E-12,-20.0000E+0,65.0799E-12
45.1861E-12,-19.5000E+0,58.9783E-12
46.6688E-12,-19.0000E+0,54.2934E-12
42.8864E-12,-18.5000E+0,51.0352E-12
49.3013E-12,-18.0000E+0,48.4752E-12
48.6961E-12,-17.5000E+0,46.0973E-12
48.7768E-12,-17.0000E+0,45.1259E-12
49.7148E-12,-16.5000E+0,43.2135E-12
50.7235E-12,-16.0000E+0,41.2102E-12
50.3805E-12,-15.5000E+0,39.8342E-12
47.9094E-12,-15.0000E+0,37.9017E-12
55.9686E-12,-14.5000E+0,38.4278E-12
54.6977E-12,-14.0000E+0,36.5763E-12
54.4354E-12,-13.5000E+0,35.4431E-12
53.4469E-12,-13.0000E+0,35.6859E-12
57.3808E-12,-12.5000E+0,35.0485E-12
54.0622E-12,-12.0000E+0,33.7838E-12
55.3029E-12,-11.5000E+0,33.0857E-12
57.8952E-12,-11.0000E+0,32.7315E-12
59.9630E-12,-10.5000E+0,31.9626E-12
58.5912E-12,-10.0000E+0,32.3673E-12
56.7756E-12,-9.5000E+0,31.0621E-12
56.0291E-12,-9.0000E+0,30.2527E-12
52.5794E-12,-8.5000E+0,29.7873E-12
56.8764E-12,-8.0000E+0,30.1616E-12
58.1877E-12,-7.5000E+0,29.5748E-12
56.9067E-12,-7.0000E+0,29.4129E-12
59.8016E-12,-6.5000E+0,28.2798E-12
56.1300E-12,-6.0000E+0,28.5023E-12
60.0437E-12,-5.5000E+0,28.6642E-12
59.8924E-12,-5.0000E+0,27.8346E-12
60.6993E-12,-4.5000E+0,28.0066E-12
58.0667E-12,-4.0000E+0,27.0656E-12
59.4385E-12,-3.5000E+0,26.4586E-12
60.8910E-12,-3.0000E+0,26.9442E-12
61.3348E-12,-2.5000E+0,26.3979E-12
59.4385E-12,-2.0000E+0,26.2056E-12
61.3752E-12,-1.5000E+0,27.4096E-12
61.3651E-12,-1.0000E+0,39.1462E-12
65.1375E-12,-500.0000E-3,142.2953E-12
59.2670E-12,000.0000E-3,732.7692E-12
62.6461E-12,500.0000E-3,2.8575E-9
65.3393E-12,1.0000E+0,8.2829E-9
61.4559E-12,1.5000E+0,18.8544E-9
64.2096E-12,2.0000E+0,36.3209E-9
63.8363E-12,2.5000E+0,61.4050E-9
59.9630E-12,3.0000E+0,95.3127E-9
63.8969E-12,3.5000E+0,136.5385E-9
61.0423E-12,4.0000E+0,185.6665E-9
62.2830E-12,4.5000E+0,242.7598E-9
64.6635E-12,5.0000E+0,307.6148E-9
66.5194E-12,5.5000E+0,378.7887E-9
65.7327E-12,6.0000E+0,456.9273E-9
62.7066E-12,6.5000E+0,544.2552E-9
63.9473E-12,7.0000E+0,637.1125E-9
61.8795E-12,7.5000E+0,736.4762E-9
62.3737E-12,8.0000E+0,840.0488E-9
62.8277E-12,8.5000E+0,906.8230E-9
65.1073E-12,9.0000E+0,1.0291E-6
63.7859E-12,9.5000E+0,1.1472E-6
62.7268E-12,10.0000E+0,1.2744E-6
66.0554E-12,10.5000E+0,1.4160E-6
62.4948E-12,11.0000E+0,1.5506E-6
61.4559E-12,11.5000E+0,1.6864E-6
63.3421E-12,12.0000E+0,1.8268E-6
61.5164E-12,12.5000E+0,1.9703E-6
62.0005E-12,13.0000E+0,2.1066E-6
62.8478E-12,13.5000E+0,2.2628E-6
65.4401E-12,14.0000E+0,2.3843E-6
62.3233E-12,14.5000E+0,2.5215E-6
62.1922E-12,15.0000E+0,2.6920E-6
60.4875E-12,15.5000E+0,2.8415E-6
63.6951E-12,16.0000E+0,2.9798E-6
64.8955E-12,16.5000E+0,3.1252E-6
66.4791E-12,17.0000E+0,3.2755E-6
65.8335E-12,17.5000E+0,3.4686E-6
61.4861E-12,18.0000E+0,3.6593E-6
67.1347E-12,18.5000E+0,3.8726E-6
65.6721E-12,19.0000E+0,4.1127E-6
65.7125E-12,19.5000E+0,4.3577E-6
63.3824E-12,20.0000E+0,4.5615E-6
65.1275E-12,20.0000E+0,4.3191E-6
62.4746E-12,19.5000E+0,3.7495E-6
63.0193E-12,19.0000E+0,3.2858E-6
61.2037E-12,18.5000E+0,2.8718E-6
58.4500E-12,18.0000E+0,2.5330E-6
62.3334E-12,17.5000E+0,2.1951E-6
58.6618E-12,17.0000E+0,1.9490E-6
57.0176E-12,16.5000E+0,1.6697E-6
61.9098E-12,16.0000E+0,1.4537E-6
62.7470E-12,15.5000E+0,1.2416E-6
59.7411E-12,15.0000E+0,1.0621E-6
60.2051E-12,14.5000E+0,908.9406E-9
62.6158E-12,14.0000E+0,786.1850E-9
61.5466E-12,13.5000E+0,663.8372E-9
62.4141E-12,13.0000E+0,579.4047E-9
66.6506E-12,12.5000E+0,490.5625E-9
63.5741E-12,12.0000E+0,413.5939E-9
59.1460E-12,11.5000E+0,344.9604E-9
60.0639E-12,11.0000E+0,289.5938E-9
58.4701E-12,10.5000E+0,242.3832E-9
59.3780E-12,10.0000E+0,203.3565E-9
59.6503E-12,9.5000E+0,168.8085E-9
57.1790E-12,9.0000E+0,141.7977E-9
57.7439E-12,8.5000E+0,122.2137E-9
56.4528E-12,8.0000E+0,101.9786E-9
57.8851E-12,7.5000E+0,86.4985E-9
58.0465E-12,7.0000E+0,75.2351E-9
62.7369E-12,6.5000E+0,62.4418E-9
58.7627E-12,6.0000E+0,52.6744E-9
57.5422E-12,5.5000E+0,44.0027E-9
60.0134E-12,5.0000E+0,32.6978E-9
58.1070E-12,4.5000E+0,24.8898E-9
63.2816E-12,4.0000E+0,17.1193E-9
61.4861E-12,3.5000E+0,11.3673E-9
61.3146E-12,3.0000E+0,7.4505E-9
58.4601E-12,2.5000E+0,4.3091E-9
61.7988E-12,2.0000E+0,2.3323E-9
59.8924E-12,1.5000E+0,1.2115E-9
57.5623E-12,1.0000E+0,492.2084E-12
58.5912E-12,500.0000E-3,156.0972E-12
57.1488E-12,000.0000E-3,41.2810E-12
55.1818E-12,-500.0000E-3,21.8651E-12
