# Date,2021-01-11 ¿ÀÈÄ 3:03
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
46.922000,-16.000000,-3.831740E-10,40.000000,1.806770E-8
47.877000,-15.500000,-3.797960E-10,40.000000,1.765160E-8
48.832000,-15.000000,-3.799230E-10,40.000000,1.663500E-8
49.786000,-14.500000,-3.767860E-10,40.000000,1.651840E-8
50.741000,-14.000000,-3.787340E-10,40.000000,1.759740E-8
51.733000,-13.500000,-3.752800E-10,40.000000,1.645430E-8
52.687000,-13.000000,-3.757050E-10,40.000000,1.598270E-8
53.640000,-12.500000,-3.700110E-10,40.000000,1.479630E-8
54.595000,-12.000000,-3.692400E-10,40.000000,1.394090E-8
55.550000,-11.500000,-3.722950E-10,40.000000,1.393430E-8
56.503000,-11.000000,-3.741290E-10,40.000000,1.480270E-8
57.458000,-10.500000,-3.700900E-10,40.000000,1.363980E-8
58.412000,-10.000000,-3.651340E-10,40.000000,1.226490E-8
59.368000,-9.500000,-3.666120E-10,40.000000,1.132040E-8
60.322000,-9.000000,-3.650860E-10,40.000000,1.136190E-8
61.278000,-8.500000,-3.656710E-10,40.000000,1.122240E-8
62.238000,-8.000000,-3.646110E-10,40.000000,1.026670E-8
63.192000,-7.500000,-3.633790E-10,40.000000,1.069390E-8
64.147000,-7.000000,-3.577020E-10,40.000000,9.436730E-9
65.254000,-6.500000,-3.600130E-10,40.000000,1.019500E-8
66.360000,-6.000000,-3.603880E-10,40.000000,1.050610E-8
67.315000,-5.500000,-3.576470E-10,40.000000,1.014160E-8
68.499000,-5.000000,-3.595750E-10,40.000000,1.017810E-8
69.453000,-4.500000,-3.589680E-10,40.000000,9.520640E-9
70.560000,-4.000000,-3.609450E-10,40.000000,9.129780E-9
71.589000,-3.500000,-3.597350E-10,40.000000,9.293320E-9
72.620000,-3.000000,-3.565420E-10,40.000000,9.327030E-9
73.650000,-2.500000,-3.561270E-10,40.000000,8.748870E-9
74.680000,-2.000000,-3.547670E-10,40.000000,7.926370E-9
75.712000,-1.500000,-3.541040E-10,40.000000,8.335270E-9
76.742000,-1.000000,-3.564390E-10,40.000000,8.017060E-9
77.771000,-0.500000,-3.566100E-10,40.000000,7.668260E-9
78.801000,0.000000,-3.549670E-10,40.000000,7.670520E-9
79.831000,0.500000,-3.546010E-10,40.000000,3.797710E-7
80.957000,1.000000,-3.535460E-10,40.000000,5.387730E-7
81.899000,1.500000,-3.525240E-10,40.000000,7.362830E-7
82.843000,2.000000,-3.533090E-10,40.000000,9.332720E-7
83.788000,2.500000,-3.517240E-10,40.000000,7.370040E-7
84.731000,3.000000,-3.487490E-10,40.000000,5.474560E-7
85.673000,3.500000,-3.506730E-10,40.000000,5.308730E-7
86.616000,4.000000,-3.486550E-10,40.000000,4.797310E-7
87.558000,4.500000,-3.517510E-10,40.000000,4.354590E-7
88.501000,5.000000,-3.470560E-10,40.000000,3.944890E-7
89.442000,5.500000,-3.477340E-10,40.000000,2.485630E-6
92.119000,6.000000,-7.890810E-12,40.000000,9.054200E-6
