# Date,2021-01-11 ¿ÀÈÄ 3:03
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
0.940000,-40.000000,-5.921170E-10,40.000000,1.099090E-7
1.881000,-39.500000,-5.610790E-10,40.000000,1.001800E-7
2.921000,-39.000000,-4.959530E-10,40.000000,7.171130E-8
3.942000,-38.500000,-4.994400E-10,40.000000,7.037850E-8
4.900000,-38.000000,-4.925530E-10,40.000000,7.054620E-8
5.854000,-37.500000,-4.671400E-10,40.000000,5.637200E-8
6.808000,-37.000000,-4.900840E-10,40.000000,6.575860E-8
7.765000,-36.500000,-4.656510E-10,40.000000,5.780350E-8
8.721000,-36.000000,-4.837230E-10,40.000000,6.938140E-8
9.678000,-35.500000,-4.430560E-10,40.000000,5.033770E-8
10.632000,-35.000000,-4.583850E-10,40.000000,5.286930E-8
11.588000,-34.500000,-4.514010E-10,40.000000,4.940510E-8
12.542000,-34.000000,-4.526430E-10,40.000000,4.846930E-8
13.499000,-33.500000,-4.681770E-10,40.000000,5.420390E-8
14.453000,-33.000000,-4.607990E-10,40.000000,4.931230E-8
15.410000,-32.500000,-4.536680E-10,40.000000,4.911030E-8
16.364000,-32.000000,-4.551490E-10,40.000000,5.018680E-8
17.319000,-31.500000,-4.481550E-10,40.000000,4.950850E-8
18.274000,-31.000000,-4.472410E-10,40.000000,4.650210E-8
19.228000,-30.500000,-4.474660E-10,40.000000,4.536610E-8
20.183000,-30.000000,-4.452750E-10,40.000000,4.230680E-8
21.138000,-29.500000,-4.349220E-10,40.000000,4.166110E-8
22.093000,-29.000000,-4.367840E-10,40.000000,4.158370E-8
23.050000,-28.500000,-4.426620E-10,40.000000,4.169070E-8
24.004000,-28.000000,-4.254500E-10,40.000000,3.951180E-8
24.959000,-27.500000,-4.214820E-10,40.000000,3.625130E-8
25.914000,-27.000000,-4.259800E-10,40.000000,3.620510E-8
26.868000,-26.500000,-4.207870E-10,40.000000,3.479650E-8
27.823000,-26.000000,-4.219940E-10,40.000000,3.520520E-8
28.779000,-25.500000,-4.112720E-10,40.000000,3.258560E-8
29.733000,-25.000000,-4.140810E-10,40.000000,3.347920E-8
30.688000,-24.500000,-4.005240E-10,40.000000,2.834330E-8
31.642000,-24.000000,-4.008510E-10,40.000000,2.708590E-8
32.599000,-23.500000,-3.984060E-10,40.000000,2.681570E-8
33.554000,-23.000000,-3.969820E-10,40.000000,2.349120E-8
34.508000,-22.500000,-3.950650E-10,40.000000,2.406220E-8
35.462000,-22.000000,-3.962660E-10,40.000000,2.511740E-8
36.418000,-21.500000,-3.843640E-10,40.000000,1.828260E-8
37.373000,-21.000000,-3.857840E-10,40.000000,1.927150E-8
38.330000,-20.500000,-3.870310E-10,40.000000,2.071830E-8
39.286000,-20.000000,-3.858210E-10,40.000000,1.804210E-8
40.240000,-19.500000,-3.775720E-10,40.000000,1.793590E-8
41.195000,-19.000000,-3.802990E-10,40.000000,1.671120E-8
42.150000,-18.500000,-3.836060E-10,40.000000,1.953100E-8
43.104000,-18.000000,-3.799320E-10,40.000000,1.743090E-8
44.059000,-17.500000,-3.801700E-10,40.000000,1.815280E-8
45.013000,-17.000000,-3.828210E-10,40.000000,1.938850E-8
45.967000,-16.500000,-3.806680E-10,40.000000,1.831090E-8
