# Date,2021-01-11 ¿ÀÈÄ 2:49
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
0.036000,-40.000000,-4.350100E-7,40.000000,1.879530E-7
0.081000,-39.500000,-4.159360E-7,40.000000,1.812960E-7
0.139000,-39.000000,-4.157980E-7,40.000000,1.800670E-7
0.208000,-38.500000,-4.379630E-7,40.000000,1.801020E-7
0.274000,-38.000000,-4.400780E-7,40.000000,1.799680E-7
0.338000,-37.500000,-4.117330E-7,40.000000,1.800030E-7
0.383000,-37.000000,-4.128400E-7,40.000000,1.800420E-7
0.448000,-36.500000,-4.123100E-7,40.000000,1.801380E-7
0.510000,-36.000000,-4.136020E-7,40.000000,1.802470E-7
0.556000,-35.500000,-4.177430E-7,40.000000,1.802950E-7
0.624000,-35.000000,-4.400730E-7,40.000000,1.803920E-7
0.683000,-34.500000,-4.133770E-7,40.000000,1.803540E-7
0.748000,-34.000000,-4.128770E-7,40.000000,1.803960E-7
0.839000,-33.500000,-4.162880E-7,40.000000,1.805040E-7
0.899000,-33.000000,-4.123900E-7,40.000000,1.805680E-7
0.987000,-32.500000,-4.138160E-7,40.000000,1.806680E-7
1.049000,-32.000000,-4.143400E-7,40.000000,1.807060E-7
1.139000,-31.500000,-4.141620E-7,40.000000,1.808170E-7
1.241000,-31.000000,-4.421920E-7,40.000000,1.809060E-7
1.287000,-30.500000,-4.156040E-7,40.000000,1.809290E-7
1.337000,-30.000000,-4.149580E-7,40.000000,1.809410E-7
1.385000,-29.500000,-4.162940E-7,40.000000,1.809900E-7
1.453000,-29.000000,-4.151110E-7,40.000000,1.810410E-7
1.501000,-28.500000,-4.146790E-7,40.000000,1.810600E-7
1.552000,-28.000000,-4.153210E-7,40.000000,1.810870E-7
1.616000,-27.500000,-4.136810E-7,40.000000,1.811300E-7
1.661000,-27.000000,-4.154180E-7,40.000000,1.811660E-7
1.705000,-26.500000,-4.149050E-7,40.000000,1.812010E-7
1.776000,-26.000000,-4.243180E-7,40.000000,1.812320E-7
1.823000,-25.500000,-4.207710E-7,40.000000,1.812640E-7
1.871000,-25.000000,-4.153930E-7,40.000000,1.813160E-7
1.933000,-24.500000,-4.153480E-7,40.000000,1.813910E-7
1.979000,-24.000000,-4.156950E-7,40.000000,1.813790E-7
2.025000,-23.500000,-4.421900E-7,40.000000,1.814020E-7
2.074000,-23.000000,-4.421940E-7,40.000000,1.814440E-7
2.123000,-22.500000,-4.421850E-7,40.000000,1.814440E-7
2.174000,-22.000000,-4.421890E-7,40.000000,1.814670E-7
2.218000,-21.500000,-4.166140E-7,40.000000,1.814920E-7
2.287000,-21.000000,-4.170450E-7,40.000000,1.815510E-7
2.336000,-20.500000,-4.174230E-7,40.000000,1.815810E-7
2.388000,-20.000000,-4.189150E-7,40.000000,1.815850E-7
2.435000,-19.500000,-4.162970E-7,40.000000,1.816490E-7
2.486000,-19.000000,-4.155510E-7,40.000000,1.816670E-7
2.535000,-18.500000,-4.162760E-7,40.000000,1.817060E-7
2.586000,-18.000000,-4.157140E-7,40.000000,1.816810E-7
2.636000,-17.500000,-4.158790E-7,40.000000,1.816950E-7
2.693000,-17.000000,-4.242140E-7,40.000000,1.817220E-7
2.738000,-16.500000,-4.159250E-7,40.000000,1.817270E-7
2.790000,-16.000000,-4.421870E-7,40.000000,1.817760E-7
2.855000,-15.500000,-4.195860E-7,40.000000,1.817890E-7
2.900000,-15.000000,-4.174610E-7,40.000000,1.817870E-7
2.946000,-14.500000,-4.170790E-7,40.000000,1.818330E-7
2.995000,-14.000000,-4.172200E-7,40.000000,1.818700E-7
3.041000,-13.500000,-4.443060E-7,40.000000,1.819080E-7
3.096000,-13.000000,-4.174160E-7,40.000000,1.818940E-7
3.163000,-12.500000,-4.163470E-7,40.000000,1.819220E-7
3.226000,-12.000000,-4.262270E-7,40.000000,1.819840E-7
3.273000,-11.500000,-4.257030E-7,40.000000,1.820100E-7
3.319000,-11.000000,-4.169300E-7,40.000000,1.820360E-7
3.367000,-10.500000,-4.170140E-7,40.000000,1.822900E-7
3.415000,-10.000000,-4.174850E-7,40.000000,1.844950E-7
3.463000,-9.500000,-4.184610E-7,40.000000,1.942150E-7
3.508000,-9.000000,-4.439150E-7,40.000000,2.222530E-7
3.574000,-8.500000,-4.443080E-7,40.000000,2.832780E-7
3.622000,-8.000000,-4.227370E-7,40.000000,3.960040E-7
3.669000,-7.500000,-4.176080E-7,40.000000,5.816000E-7
