# Date,2021-01-11 ���� 3:14
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
165.434000,0.000000,-3.238330E-11,40.000000,3.253070E-6
166.677000,0.500000,-2.417530E-11,40.000000,4.401170E-6
167.916000,1.000000,-3.075010E-11,40.000000,5.768730E-6
169.158000,1.500000,-1.846080E-11,40.000000,7.370300E-6
170.398000,2.000000,-2.830070E-11,40.000000,9.219200E-6
171.640000,2.500000,-1.356200E-11,40.000000,1.131970E-5
172.897000,3.000000,-1.931970E-11,40.000000,1.370170E-5
174.139000,3.500000,-3.764120E-12,40.000000,1.637250E-5
175.379000,4.000000,-8.705530E-12,40.000000,1.934120E-5
176.618000,4.500000,1.011480E-11,40.000000,2.262740E-5
177.859000,5.000000,6.807580E-12,40.000000,2.623570E-5
179.099000,5.500000,2.725770E-11,40.000000,3.018420E-5
180.338000,6.000000,3.950450E-11,40.000000,3.448910E-5
181.579000,6.500000,4.680900E-11,40.000000,3.915770E-5
182.819000,7.000000,8.522150E-11,40.000000,4.420840E-5
185.478000,7.500000,9.491380E-10,40.000000,4.932780E-5
186.570000,8.000000,5.033750E-9,40.000000,5.522190E-5
186.701000,8.500000,6.222380E-9,40.000000,6.184730E-5
186.830000,9.000000,7.410980E-9,40.000000,6.894760E-5
186.958000,9.500000,8.920260E-9,40.000000,7.653480E-5
187.163000,10.000000,8.569960E-8,40.000000,8.456860E-5
187.255000,10.500000,1.632610E-6,40.000000,9.323490E-5
187.294000,11.000000,1.893500E-6,40.000000,1.024880E-4
187.364000,11.500000,2.134860E-6,40.000000,1.123030E-4
187.421000,12.000000,2.395120E-6,40.000000,1.226940E-4
187.474000,12.500000,2.677910E-6,40.000000,1.336770E-4
187.523000,13.000000,2.984570E-6,40.000000,1.452660E-4
187.590000,13.500000,3.306580E-6,40.000000,1.574490E-4
187.642000,14.000000,3.653580E-6,40.000000,1.703000E-4
187.695000,14.500000,4.024110E-6,40.000000,1.837940E-4
187.744000,15.000000,4.416950E-6,40.000000,1.979810E-4
187.795000,15.500000,4.834760E-6,40.000000,2.128270E-4
187.847000,16.000000,5.277330E-6,40.000000,2.283570E-4
187.914000,16.500000,5.744560E-6,40.000000,2.445370E-4
187.965000,17.000000,6.239670E-6,40.000000,2.615100E-4
188.014000,17.500000,6.763820E-6,40.000000,2.792050E-4
188.064000,18.000000,7.314510E-6,40.000000,2.976610E-4
188.113000,18.500000,7.891260E-6,40.000000,3.168530E-4
188.165000,19.000000,8.499660E-6,40.000000,3.368000E-4
188.239000,19.500000,9.128790E-6,40.000000,3.574030E-4
188.288000,20.000000,9.797810E-6,40.000000,3.789340E-4
188.359000,20.500000,1.046770E-5,40.000000,4.012440E-4
188.399000,21.000000,1.123980E-5,40.000000,4.244550E-4
188.451000,21.500000,1.200250E-5,40.000000,4.483660E-4
188.503000,22.000000,1.279390E-5,40.000000,4.731190E-4
188.554000,22.500000,1.362850E-5,40.000000,4.988610E-4
188.604000,23.000000,1.449220E-5,40.000000,5.252970E-4
188.653000,23.500000,1.538860E-5,40.000000,5.525890E-4
188.724000,24.000000,1.630980E-5,40.000000,5.805350E-4
188.774000,24.500000,1.728350E-5,40.000000,6.095240E-4
188.825000,25.000000,1.829380E-5,40.000000,6.395970E-4
188.876000,25.500000,1.933270E-5,40.000000,6.703260E-4
188.926000,26.000000,2.041170E-5,40.000000,7.019600E-4
188.975000,26.500000,2.152840E-5,40.000000,7.345060E-4
189.024000,27.000000,2.268920E-5,40.000000,7.681190E-4
189.073000,27.500000,2.388130E-5,40.000000,8.024400E-4
189.121000,28.000000,2.511510E-5,40.000000,8.376570E-4
189.169000,28.500000,2.639100E-5,40.000000,8.737930E-4
189.217000,29.000000,2.770430E-5,40.000000,9.108080E-4
189.264000,29.500000,2.906770E-5,40.000000,9.489750E-4
189.313000,30.000000,3.046350E-5,40.000000,9.878230E-4
189.361000,30.500000,3.190080E-5,40.000000,1.026460E-3
189.418000,31.000000,3.337340E-5,40.000000,1.067280E-3
189.474000,31.500000,3.489670E-5,40.000000,1.109000E-3
189.525000,32.000000,3.646560E-5,40.000000,1.151360E-3
189.574000,32.500000,3.807720E-5,40.000000,1.194680E-3
189.621000,33.000000,3.973450E-5,40.000000,1.238960E-3
189.669000,33.500000,4.143500E-5,40.000000,1.284150E-3
189.718000,34.000000,4.319380E-5,40.000000,1.330400E-3
189.766000,34.500000,4.498160E-5,40.000000,1.377380E-3
189.814000,35.000000,4.682320E-5,40.000000,1.425210E-3
189.864000,35.500000,4.871220E-5,40.000000,1.473850E-3
189.913000,36.000000,5.065130E-5,40.000000,1.523630E-3
189.962000,36.500000,5.262690E-5,40.000000,1.574090E-3
190.014000,37.000000,5.465290E-5,40.000000,1.625290E-3
190.062000,37.500000,5.673820E-5,40.000000,1.677450E-3
190.111000,38.000000,5.886190E-5,40.000000,1.730420E-3
190.159000,38.500000,6.105020E-5,40.000000,1.784550E-3
190.208000,39.000000,6.327760E-5,40.000000,1.839220E-3
190.256000,39.500000,6.557270E-5,40.000000,1.894700E-3
190.305000,40.000000,6.790490E-5,40.000000,1.950970E-3
