# Date,2021-01-11 ¿ÀÈÄ 3:38
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
0.055000,-20.000000,-1.806590E-7,20.000000,1.178960E-8
1.843000,-19.500000,-4.306660E-10,20.000000,7.370550E-9
2.949000,-19.000000,-4.265070E-10,20.000000,7.418220E-9
3.977000,-18.500000,-4.261810E-10,20.000000,7.452490E-9
5.011000,-18.000000,-4.296910E-10,20.000000,7.487920E-9
6.039000,-17.500000,-4.235950E-10,20.000000,7.533610E-9
7.071000,-17.000000,-4.222140E-10,20.000000,7.538050E-9
8.100000,-16.500000,-4.141830E-10,20.000000,7.552000E-9
9.129000,-16.000000,-4.086310E-10,20.000000,7.572900E-9
10.160000,-15.500000,-4.155340E-10,20.000000,7.579590E-9
11.192000,-15.000000,-4.121380E-10,20.000000,7.591110E-9
12.221000,-14.500000,-4.042600E-10,20.000000,7.606200E-9
13.250000,-14.000000,-4.042570E-10,20.000000,7.614590E-9
14.282000,-13.500000,-3.992040E-10,20.000000,7.621590E-9
15.311000,-13.000000,-4.040750E-10,20.000000,7.641020E-9
16.340000,-12.500000,-4.035420E-10,20.000000,7.645340E-9
17.371000,-12.000000,-3.945650E-10,20.000000,7.685080E-9
18.402000,-11.500000,-3.935000E-10,20.000000,7.688700E-9
19.432000,-11.000000,-3.989820E-10,20.000000,7.709110E-9
20.463000,-10.500000,-3.961530E-10,20.000000,7.711030E-9
21.492000,-10.000000,-3.929630E-10,20.000000,7.724190E-9
22.521000,-9.500000,-3.858870E-10,20.000000,7.749390E-9
23.551000,-9.000000,-3.879350E-10,20.000000,7.743030E-9
24.581000,-8.500000,-3.868420E-10,20.000000,7.751830E-9
25.612000,-8.000000,-3.890780E-10,20.000000,7.757500E-9
26.643000,-7.500000,-3.824140E-10,20.000000,7.756910E-9
27.673000,-7.000000,-3.826840E-10,20.000000,7.774060E-9
28.703000,-6.500000,-3.839020E-10,20.000000,7.775810E-9
29.735000,-6.000000,-3.856240E-10,20.000000,7.773640E-9
30.764000,-5.500000,-3.862200E-10,20.000000,7.782950E-9
31.793000,-5.000000,-3.839830E-10,20.000000,8.205680E-9
32.822000,-4.500000,-3.832000E-10,20.000000,1.361630E-8
33.928000,-4.000000,-3.821470E-10,20.000000,4.421480E-8
34.882000,-3.500000,-3.876720E-10,20.000000,1.621380E-7
35.857000,-3.000000,-3.823390E-10,20.000000,4.542970E-7
36.801000,-2.500000,-3.889350E-10,20.000000,9.813510E-7
37.743000,-2.000000,-3.804100E-10,20.000000,1.784960E-6
38.702000,-1.500000,-3.857340E-10,20.000000,2.906620E-6
39.642000,-1.000000,-3.770540E-10,20.000000,4.376560E-6
40.582000,-0.500000,-3.711340E-10,20.000000,6.217600E-6
41.523000,0.000000,-3.608210E-10,20.000000,8.427230E-6
42.463000,0.500000,-3.247530E-10,20.000000,1.098990E-5
43.420000,1.000000,-2.813420E-10,20.000000,1.390070E-5
44.362000,1.500000,-2.074290E-10,20.000000,1.712540E-5
45.301000,2.000000,-1.205400E-10,20.000000,2.066600E-5
47.958000,2.500000,3.585970E-12,20.000000,2.424940E-5
49.200000,3.000000,1.907380E-12,20.000000,2.841150E-5
50.439000,3.500000,2.317840E-11,20.000000,3.299720E-5
51.680000,4.000000,2.640050E-11,20.000000,3.793480E-5
52.920000,4.500000,4.844130E-11,20.000000,4.310790E-5
54.161000,5.000000,8.603960E-11,20.000000,4.876490E-5
56.817000,5.500000,9.860140E-10,20.000000,5.458600E-5
57.909000,6.000000,5.281440E-9,20.000000,6.103020E-5
58.039000,6.500000,6.470070E-9,20.000000,6.814020E-5
58.169000,7.000000,7.459150E-9,20.000000,7.553570E-5
58.300000,7.500000,9.861200E-9,20.000000,8.341600E-5
58.506000,8.000000,9.149510E-8,20.000000,9.165810E-5
58.598000,8.500000,1.700530E-6,20.000000,1.003420E-4
58.654000,9.000000,1.947930E-6,20.000000,1.096130E-4
58.703000,9.500000,2.179680E-6,20.000000,1.188500E-4
58.754000,10.000000,2.434410E-6,20.000000,1.291670E-4
58.819000,10.500000,2.699140E-6,20.000000,1.394700E-4
58.864000,11.000000,2.977400E-6,20.000000,1.501380E-4
58.911000,11.500000,3.273860E-6,20.000000,1.610600E-4
58.960000,12.000000,3.580370E-6,20.000000,1.725070E-4
59.005000,12.500000,3.902670E-6,20.000000,1.840600E-4
59.051000,13.000000,4.231760E-6,20.000000,1.961930E-4
59.112000,13.500000,4.583170E-6,20.000000,2.083680E-4
59.159000,14.000000,4.939440E-6,20.000000,2.208990E-4
59.208000,14.500000,5.318550E-6,20.000000,2.338520E-4
59.254000,15.000000,5.712210E-6,20.000000,2.471010E-4
59.302000,15.500000,6.120460E-6,20.000000,2.606840E-4
59.351000,16.000000,6.543610E-6,20.000000,2.746880E-4
59.398000,16.500000,6.977200E-6,20.000000,2.887600E-4
59.444000,17.000000,7.421440E-6,20.000000,3.033210E-4
59.491000,17.500000,7.891330E-6,20.000000,3.179740E-4
59.540000,18.000000,8.365510E-6,20.000000,3.329150E-4
59.587000,18.500000,8.843570E-6,20.000000,3.478940E-4
59.634000,19.000000,9.344910E-6,20.000000,3.631580E-4
59.699000,19.500000,9.852350E-6,20.000000,3.784090E-4
59.763000,20.000000,1.035620E-5,20.000000,3.940090E-4
