GateI,GateV,DrainI
-302.7542E-12,-20.0000E+0,264.8066E-12
-285.4666E-12,-19.5000E+0,247.0690E-12
-278.7997E-12,-19.0000E+0,234.1175E-12
-273.4541E-12,-18.5000E+0,225.1525E-12
-265.7382E-12,-18.0000E+0,218.1405E-12
-261.2902E-12,-17.5000E+0,211.6951E-12
-258.2947E-12,-17.0000E+0,207.5061E-12
-256.7515E-12,-16.5000E+0,204.3592E-12
-256.9028E-12,-16.0000E+0,200.9190E-12
-253.3323E-12,-15.5000E+0,197.9442E-12
-249.4391E-12,-15.0000E+0,195.4955E-12
-248.0774E-12,-14.5000E+0,194.3015E-12
-250.0241E-12,-14.0000E+0,192.2273E-12
-249.4794E-12,-13.5000E+0,190.6589E-12
-245.4752E-12,-13.0000E+0,189.3334E-12
-244.4666E-12,-12.5000E+0,188.4835E-12
-244.2951E-12,-12.0000E+0,187.3603E-12
-243.1958E-12,-11.5000E+0,186.3687E-12
-243.7404E-12,-11.0000E+0,185.7818E-12
-247.2504E-12,-10.5000E+0,184.9218E-12
-242.8125E-12,-10.0000E+0,184.6486E-12
-239.6757E-12,-9.5000E+0,183.6671E-12
-242.5704E-12,-9.0000E+0,182.8981E-12
-241.8846E-12,-8.5000E+0,182.1493E-12
-244.5876E-12,-8.0000E+0,181.4613E-12
-241.6324E-12,-7.5000E+0,180.7024E-12
-244.1539E-12,-7.0000E+0,180.5101E-12
-239.2420E-12,-6.5000E+0,180.1864E-12
-241.3197E-12,-6.0000E+0,179.8929E-12
-241.3399E-12,-5.5000E+0,179.8120E-12
-242.2376E-12,-5.0000E+0,178.5573E-12
-241.8240E-12,-4.5000E+0,178.8001E-12
-240.5128E-12,-4.0000E+0,178.5067E-12
-242.9133E-12,-3.5000E+0,177.4949E-12
-240.5532E-12,-3.0000E+0,177.8288E-12
-240.2103E-12,-2.5000E+0,177.6062E-12
-238.5763E-12,-2.0000E+0,176.9384E-12
-238.9697E-12,-1.5000E+0,177.4240E-12
-236.9726E-12,-1.0000E+0,176.9181E-12
-239.4336E-12,-500.0000E-3,352.7760E-12
3.8432E-12,000.0000E-3,25.8900E-9
3.4133E-9,500.0000E-3,140.8131E-9
11.8956E-9,1.0000E+0,376.4520E-9
26.0326E-9,1.5000E+0,755.2621E-9
44.6395E-9,2.0000E+0,1.2883E-6
74.5820E-9,2.5000E+0,2.0030E-6
118.1639E-9,3.0000E+0,2.9090E-6
167.3372E-9,3.5000E+0,4.0291E-6
225.9359E-9,4.0000E+0,5.3688E-6
295.5062E-9,4.5000E+0,6.9409E-6
376.8120E-9,5.0000E+0,8.7534E-6
459.7555E-9,5.5000E+0,10.7600E-6
575.3442E-9,6.0000E+0,13.0900E-6
696.6384E-9,6.5000E+0,15.6976E-6
822.2607E-9,7.0000E+0,18.5070E-6
978.2018E-9,7.5000E+0,21.6866E-6
1.1431E-6,8.0000E+0,25.1638E-6
1.3240E-6,8.5000E+0,28.9554E-6
1.5212E-6,9.0000E+0,33.0667E-6
1.7357E-6,9.5000E+0,37.5147E-6
1.9673E-6,10.0000E+0,42.2953E-6
2.2164E-6,10.5000E+0,47.4136E-6
