GateI,GateV,DrainI
52.6703E-12,-20.0000E+0,49.7997E-12
54.8491E-12,-19.5000E+0,40.7047E-12
51.6918E-12,-19.0000E+0,35.1067E-12
51.2581E-12,-18.5000E+0,31.0415E-12
54.5364E-12,-18.0000E+0,28.2221E-12
54.1934E-12,-17.5000E+0,25.4957E-12
56.9875E-12,-17.0000E+0,23.5269E-12
58.4703E-12,-16.5000E+0,21.9143E-12
58.3695E-12,-16.0000E+0,20.3891E-12
56.7454E-12,-15.5000E+0,19.3888E-12
61.7385E-12,-15.0000E+0,18.3816E-12
57.9155E-12,-14.5000E+0,17.5999E-12
60.5483E-12,-14.0000E+0,16.7770E-12
65.0370E-12,-13.5000E+0,16.0330E-12
62.0916E-12,-13.0000E+0,15.3678E-12
66.1769E-12,-12.5000E+0,14.8705E-12
62.8481E-12,-12.0000E+0,14.2390E-12
63.9880E-12,-11.5000E+0,13.7014E-12
66.0558E-12,-11.0000E+0,13.3648E-12
67.7807E-12,-10.5000E+0,12.8574E-12
68.6684E-12,-10.0000E+0,12.4314E-12
68.0026E-12,-9.5000E+0,11.9863E-12
68.8600E-12,-9.0000E+0,11.6879E-12
65.0370E-12,-8.5000E+0,11.4789E-12
66.2475E-12,-8.0000E+0,11.1830E-12
67.0242E-12,-7.5000E+0,10.8294E-12
67.7403E-12,-7.0000E+0,10.6686E-12
69.3745E-12,-6.5000E+0,10.2682E-12
70.4639E-12,-6.0000E+0,9.9612E-12
68.8802E-12,-5.5000E+0,9.7940E-12
69.4350E-12,-5.0000E+0,9.5131E-12
66.7316E-12,-4.5000E+0,9.3624E-12
66.9838E-12,-4.0000E+0,9.2348E-12
70.0805E-12,-3.5000E+0,8.9896E-12
74.3171E-12,-3.0000E+0,8.8299E-12
69.5459E-12,-2.5000E+0,8.6586E-12
73.3488E-12,-2.0000E+0,8.4787E-12
75.6385E-12,-1.5000E+0,8.3762E-12
73.1168E-12,-1.0000E+0,8.2507E-12
71.8155E-12,-500.0000E-3,8.0281E-12
73.9540E-12,000.0000E-3,8.3371E-12
73.6413E-12,500.0000E-3,29.4761E-12
73.5505E-12,1.0000E+0,479.5307E-12
70.1310E-12,1.5000E+0,2.8992E-9
70.9581E-12,2.0000E+0,10.2301E-9
72.4510E-12,2.5000E+0,23.2926E-9
72.8242E-12,3.0000E+0,44.0786E-9
71.2708E-12,3.5000E+0,74.1155E-9
71.7046E-12,4.0000E+0,112.1286E-9
69.1424E-12,4.5000E+0,167.6502E-9
73.0361E-12,5.0000E+0,236.8918E-9
74.7710E-12,5.5000E+0,321.2207E-9
71.6239E-12,6.0000E+0,422.2644E-9
70.7766E-12,6.5000E+0,541.3512E-9
73.9237E-12,7.0000E+0,679.4574E-9
72.3400E-12,7.5000E+0,838.3891E-9
74.4987E-12,8.0000E+0,997.9931E-9
