GateI,GateV,DrainI
48.8272E-12,-20.0000E+0,49.9062E-12
46.6990E-12,-19.5000E+0,40.9629E-12
51.0261E-12,-19.0000E+0,35.2986E-12
49.9871E-12,-18.5000E+0,31.1038E-12
50.4612E-12,-18.0000E+0,28.0297E-12
53.8000E-12,-17.5000E+0,25.6545E-12
66.4694E-12,-17.0000E+0,23.6420E-12
62.1420E-12,-16.5000E+0,22.1233E-12
59.3076E-12,-16.0000E+0,20.6885E-12
64.6537E-12,-15.5000E+0,19.4773E-12
57.4717E-12,-15.0000E+0,18.5027E-12
55.2021E-12,-14.5000E+0,17.5436E-12
63.4433E-12,-14.0000E+0,16.7062E-12
56.3520E-12,-13.5000E+0,16.0084E-12
60.5785E-12,-13.0000E+0,15.3744E-12
60.8408E-12,-12.5000E+0,14.7142E-12
64.1796E-12,-12.0000E+0,14.1430E-12
66.3282E-12,-11.5000E+0,13.4397E-12
63.8266E-12,-11.0000E+0,13.2724E-12
65.9751E-12,-10.5000E+0,12.7791E-12
60.0237E-12,-10.0000E+0,12.4309E-12
66.7518E-12,-9.5000E+0,12.0114E-12
66.8729E-12,-9.0000E+0,11.8728E-12
66.9536E-12,-8.5000E+0,11.4729E-12
66.0861E-12,-8.0000E+0,11.2137E-12
70.2722E-12,-7.5000E+0,10.8253E-12
72.3300E-12,-7.0000E+0,10.5927E-12
68.9508E-12,-6.5000E+0,10.4214E-12
67.8009E-12,-6.0000E+0,10.1773E-12
67.8715E-12,-5.5000E+0,9.9266E-12
68.2750E-12,-5.0000E+0,9.7281E-12
71.0792E-12,-4.5000E+0,9.4739E-12
72.6023E-12,-4.0000E+0,9.1790E-12
71.4726E-12,-3.5000E+0,9.1589E-12
71.5835E-12,-3.0000E+0,8.9535E-12
71.9769E-12,-2.5000E+0,8.7204E-12
69.7477E-12,-2.0000E+0,8.6490E-12
70.5748E-12,-1.5000E+0,8.6179E-12
77.6156E-12,-1.0000E+0,8.5385E-12
72.8242E-12,-500.0000E-3,8.2672E-12
75.4670E-12,000.0000E-3,10.4119E-12
71.1699E-12,500.0000E-3,15.7190E-12
68.3456E-12,1.0000E+0,26.2242E-12
72.3703E-12,1.5000E+0,47.1728E-12
67.1250E-12,2.0000E+0,236.1835E-12
100.3721E-12,2.5000E+0,18.8801E-9
70.3226E-12,3.0000E+0,36.2591E-9
49.6644E-12,3.5000E+0,76.4339E-9
25.7392E-12,4.0000E+0,227.3566E-9
58.8536E-12,4.5000E+0,112.5785E-9
67.3772E-12,5.0000E+0,180.9714E-9
82.8104E-12,5.5000E+0,191.0940E-9
43.9857E-12,6.0000E+0,499.9225E-9
64.4419E-12,6.5000E+0,460.0701E-9
60.9517E-12,7.0000E+0,640.0938E-9
59.9834E-12,7.5000E+0,820.1843E-9
70.8572E-12,8.0000E+0,884.7181E-9
56.8161E-12,8.5000E+0,1.2814E-6
78.9471E-12,9.0000E+0,1.5228E-6
73.4496E-12,9.5000E+0,1.9607E-6
83.4156E-12,10.0000E+0,1.9680E-6
78.8462E-12,10.5000E+0,2.4391E-6
71.5633E-12,11.0000E+0,2.9728E-6
79.9558E-12,11.5000E+0,3.4325E-6
70.7967E-12,12.0000E+0,4.3854E-6
72.3098E-12,12.5000E+0,4.9644E-6
70.5748E-12,13.0000E+0,5.5253E-6
74.1759E-12,13.5000E+0,6.1265E-6
70.6353E-12,14.0000E+0,6.7704E-6
74.1355E-12,14.5000E+0,7.4363E-6
72.7637E-12,15.0000E+0,8.1786E-6
72.4712E-12,15.5000E+0,8.9521E-6
72.3905E-12,16.0000E+0,9.6936E-6
