GateI,GateV,DrainI
45.7911E-12,-20.0000E+0,48.1949E-12
46.3761E-12,-19.5000E+0,39.3534E-12
46.5577E-12,-19.0000E+0,33.7996E-12
45.8819E-12,-18.5000E+0,29.9428E-12
50.7840E-12,-18.0000E+0,26.8763E-12
48.5448E-12,-17.5000E+0,24.5427E-12
46.6081E-12,-17.0000E+0,22.7396E-12
47.3949E-12,-16.5000E+0,21.0109E-12
47.3848E-12,-16.0000E+0,19.6887E-12
50.3503E-12,-15.5000E+0,18.5432E-12
48.7969E-12,-15.0000E+0,17.6083E-12
51.2379E-12,-14.5000E+0,16.6472E-12
48.4943E-12,-14.0000E+0,15.8052E-12
52.3374E-12,-13.5000E+0,14.9467E-12
52.8922E-12,-13.0000E+0,14.4458E-12
50.0073E-12,-12.5000E+0,13.9293E-12
50.7739E-12,-12.0000E+0,13.3993E-12
53.9110E-12,-11.5000E+0,12.9020E-12
52.2567E-12,-11.0000E+0,12.4026E-12
56.0394E-12,-10.5000E+0,12.1082E-12
55.1316E-12,-10.0000E+0,11.7500E-12
54.7180E-12,-9.5000E+0,11.2622E-12
57.4415E-12,-9.0000E+0,10.9115E-12
56.6245E-12,-8.5000E+0,10.6327E-12
56.3723E-12,-8.0000E+0,10.3901E-12
58.4301E-12,-7.5000E+0,10.0178E-12
55.5855E-12,-7.0000E+0,9.8827E-12
55.3030E-12,-6.5000E+0,9.5124E-12
55.9587E-12,-6.0000E+0,9.3757E-12
53.0637E-12,-5.5000E+0,9.0120E-12
52.5997E-12,-5.0000E+0,8.8578E-12
55.3434E-12,-4.5000E+0,8.6794E-12
57.2095E-12,-4.0000E+0,8.4654E-12
60.2659E-12,-3.5000E+0,8.4237E-12
60.1449E-12,-3.0000E+0,8.1550E-12
59.0151E-12,-2.5000E+0,8.0831E-12
58.0972E-12,-2.0000E+0,7.7817E-12
60.5383E-12,-1.5000E+0,7.6948E-12
59.7313E-12,-1.0000E+0,7.4652E-12
59.1160E-12,-500.0000E-3,7.3270E-12
59.0151E-12,000.0000E-3,19.1461E-12
60.2659E-12,500.0000E-3,438.7946E-12
58.4704E-12,1.0000E+0,2.3179E-9
58.0568E-12,1.5000E+0,6.5431E-9
60.4173E-12,2.0000E+0,14.2126E-9
60.6694E-12,2.5000E+0,25.5364E-9
62.8886E-12,3.0000E+0,41.2445E-9
59.9230E-12,3.5000E+0,61.9391E-9
62.7575E-12,4.0000E+0,88.1599E-9
59.5901E-12,4.5000E+0,119.4648E-9
55.9184E-12,5.0000E+0,159.2931E-9
60.3164E-12,5.5000E+0,206.3550E-9
62.7070E-12,6.0000E+0,261.2352E-9
62.9390E-12,6.5000E+0,324.5063E-9
62.4549E-12,7.0000E+0,396.6150E-9
64.3815E-12,7.5000E+0,478.1438E-9
62.8785E-12,8.0000E+0,569.5513E-9
63.0702E-12,8.5000E+0,671.5341E-9
60.1247E-12,9.0000E+0,784.3673E-9
64.8657E-12,9.5000E+0,900.3351E-9
64.4622E-12,10.0000E+0,1.0375E-6
63.4131E-12,10.5000E+0,1.1868E-6
57.9761E-12,11.0000E+0,1.3489E-6
61.8698E-12,11.5000E+0,1.5247E-6
62.9290E-12,12.0000E+0,1.7144E-6
67.7002E-12,12.5000E+0,1.9188E-6
63.7460E-12,13.0000E+0,2.1379E-6
66.1165E-12,13.5000E+0,2.3726E-6
64.7245E-12,14.0000E+0,2.6234E-6
64.4118E-12,14.5000E+0,2.8907E-6
66.0156E-12,15.0000E+0,3.1749E-6
66.4191E-12,15.5000E+0,3.4766E-6
64.1192E-12,16.0000E+0,3.7959E-6
67.2261E-12,16.5000E+0,4.1335E-6
64.4017E-12,17.0000E+0,4.4901E-6
