GateI,GateV,DrainI
47.4958E-12,-20.0000E+0,50.4081E-12
51.8028E-12,-19.5000E+0,45.1968E-12
51.3791E-12,-19.0000E+0,41.0178E-12
58.9646E-12,-18.5000E+0,37.1224E-12
61.6175E-12,-18.0000E+0,33.4698E-12
60.9821E-12,-17.5000E+0,32.2556E-12
59.8120E-12,-17.0000E+0,31.2539E-12
63.8165E-12,-16.5000E+0,29.6755E-12
64.6739E-12,-16.0000E+0,27.6924E-12
68.8702E-12,-15.5000E+0,26.9841E-12
64.1696E-12,-15.0000E+0,26.8324E-12
64.6033E-12,-14.5000E+0,26.1545E-12
66.3585E-12,-14.0000E+0,25.3956E-12
64.1999E-12,-13.5000E+0,25.2236E-12
62.1118E-12,-13.0000E+0,23.5845E-12
61.0123E-12,-12.5000E+0,22.9066E-12
66.3383E-12,-12.0000E+0,21.4799E-12
66.3081E-12,-11.5000E+0,21.2472E-12
67.7505E-12,-11.0000E+0,20.7008E-12
65.0270E-12,-10.5000E+0,21.5710E-12
66.8124E-12,-10.0000E+0,20.4479E-12
67.7001E-12,-9.5000E+0,19.6081E-12
66.4089E-12,-9.0000E+0,19.5878E-12
67.5488E-12,-8.5000E+0,19.5271E-12
67.9623E-12,-8.0000E+0,21.1055E-12
72.6528E-12,-7.5000E+0,23.0786E-12
71.3920E-12,-7.0000E+0,37.7194E-12
51.4195E-12,-6.5000E+0,81.1395E-12
69.7175E-12,-6.0000E+0,121.6458E-12
68.5272E-12,-5.5000E+0,217.5638E-12
66.6006E-12,-5.0000E+0,389.4046E-12
54.3347E-12,-4.5000E+0,684.6163E-12
60.6492E-12,-4.0000E+0,1.1487E-9
62.7271E-12,-3.5000E+0,1.9129E-9
5.2130E-12,-3.0000E+0,3.2643E-9
63.8972E-12,-2.5000E+0,5.4925E-9
66.1164E-12,-2.0000E+0,9.6547E-9
66.9032E-12,-1.5000E+0,16.7707E-9
68.0027E-12,-1.0000E+0,28.0906E-9
66.8225E-12,-500.0000E-3,44.7891E-9
69.6872E-12,000.0000E-3,68.1592E-9
70.8775E-12,500.0000E-3,101.2717E-9
69.4149E-12,1.0000E+0,141.8292E-9
66.0761E-12,1.5000E+0,192.6009E-9
67.3168E-12,2.0000E+0,254.7022E-9
69.6368E-12,2.5000E+0,329.4795E-9
68.3457E-12,3.0000E+0,417.8484E-9
66.9738E-12,3.5000E+0,521.1161E-9
66.5199E-12,4.0000E+0,640.3926E-9
67.3773E-12,4.5000E+0,776.7304E-9
66.3988E-12,5.0000E+0,917.0334E-9
68.0935E-12,5.5000E+0,1.0928E-6
65.5515E-12,6.0000E+0,1.2883E-6
66.8225E-12,6.5000E+0,1.5057E-6
68.7794E-12,7.0000E+0,1.7455E-6
65.8541E-12,7.5000E+0,2.0093E-6
69.5258E-12,8.0000E+0,2.2979E-6
67.0444E-12,8.5000E+0,2.6134E-6
69.2938E-12,9.0000E+0,2.9560E-6
69.9293E-12,9.5000E+0,3.3272E-6
63.2517E-12,10.0000E+0,3.7278E-6
68.5676E-12,10.5000E+0,4.1596E-6
69.2031E-12,11.0000E+0,4.6229E-6
65.5717E-12,11.5000E+0,5.1200E-6
66.3686E-12,12.0000E+0,5.6511E-6
63.6652E-12,12.5000E+0,6.2172E-6
63.5946E-12,13.0000E+0,6.8199E-6
69.4451E-12,13.5000E+0,7.4591E-6
69.0618E-12,14.0000E+0,8.1368E-6
64.7647E-12,14.5000E+0,8.8542E-6
70.2521E-12,15.0000E+0,9.5489E-6
65.8340E-12,15.5000E+0,10.3522E-6
66.0559E-12,16.0000E+0,11.1937E-6
63.2819E-12,16.5000E+0,12.0774E-6
61.4158E-12,17.0000E+0,13.0022E-6
64.1797E-12,17.5000E+0,13.9720E-6
67.2260E-12,18.0000E+0,14.9837E-6
