GateV,DrainI
-20.0000E+0,21.2382E-9
-19.5000E+0,20.0100E-9
-19.0000E+0,19.1190E-9
-18.5000E+0,18.4318E-9
-18.0000E+0,17.8822E-9
-17.5000E+0,17.4318E-9
-17.0000E+0,17.0582E-9
-16.5000E+0,16.7392E-9
-16.0000E+0,16.4759E-9
-15.5000E+0,16.2427E-9
-15.0000E+0,16.0428E-9
-14.5000E+0,15.8698E-9
-14.0000E+0,15.7129E-9
-13.5000E+0,15.5781E-9
-13.0000E+0,15.4580E-9
-12.5000E+0,15.3553E-9
-12.0000E+0,15.2594E-9
-11.5000E+0,15.1800E-9
-11.0000E+0,15.1065E-9
-10.5000E+0,15.0382E-9
-10.0000E+0,14.9812E-9
-9.5000E+0,14.9282E-9
-9.0000E+0,14.8773E-9
-8.5000E+0,14.8327E-9
-8.0000E+0,14.7965E-9
-7.5000E+0,14.7583E-9
-7.0000E+0,14.7275E-9
-6.5000E+0,14.6974E-9
-6.0000E+0,14.6716E-9
-5.5000E+0,14.6499E-9
-5.0000E+0,14.6280E-9
-4.5000E+0,14.6112E-9
-4.0000E+0,14.5929E-9
-3.5000E+0,14.5783E-9
-3.0000E+0,14.5668E-9
-2.5000E+0,14.5539E-9
-2.0000E+0,14.5408E-9
-1.5000E+0,14.5321E-9
-1.0000E+0,14.5227E-9
-500.0000E-3,14.5169E-9
000.0000E-3,14.5107E-9
500.0000E-3,14.5039E-9
1.0000E+0,14.4978E-9
1.5000E+0,14.4939E-9
2.0000E+0,14.4901E-9
2.5000E+0,14.4879E-9
3.0000E+0,14.4872E-9
3.5000E+0,14.4868E-9
4.0000E+0,14.4852E-9
4.5000E+0,14.4796E-9
5.0000E+0,14.4798E-9
5.5000E+0,14.4777E-9
6.0000E+0,14.4779E-9
6.5000E+0,14.4778E-9
7.0000E+0,14.4791E-9
7.5000E+0,14.4775E-9
8.0000E+0,14.4780E-9
8.5000E+0,14.4777E-9
9.0000E+0,14.4806E-9
9.5000E+0,14.4808E-9
10.0000E+0,14.4859E-9
10.5000E+0,14.4867E-9
11.0000E+0,14.4895E-9
11.5000E+0,14.4919E-9
12.0000E+0,14.4942E-9
12.5000E+0,14.4972E-9
13.0000E+0,14.4991E-9
13.5000E+0,14.5011E-9
14.0000E+0,14.5031E-9
14.5000E+0,14.5054E-9
15.0000E+0,14.5094E-9
15.5000E+0,14.5088E-9
16.0000E+0,14.5104E-9
16.5000E+0,14.5119E-9
17.0000E+0,14.5124E-9
17.5000E+0,14.5154E-9
18.0000E+0,14.5158E-9
18.5000E+0,14.5184E-9
19.0000E+0,14.5204E-9
19.5000E+0,14.5195E-9
20.0000E+0,14.5204E-9
20.0000E+0,14.5215E-9
19.5000E+0,14.5247E-9
19.0000E+0,14.5274E-9
18.5000E+0,14.5311E-9
18.0000E+0,14.5340E-9
17.5000E+0,14.5349E-9
17.0000E+0,14.5375E-9
16.5000E+0,14.5390E-9
16.0000E+0,14.5420E-9
15.5000E+0,14.5439E-9
15.0000E+0,14.5472E-9
14.5000E+0,14.5505E-9
14.0000E+0,14.5525E-9
13.5000E+0,14.5520E-9
13.0000E+0,14.5565E-9
12.5000E+0,14.5564E-9
12.0000E+0,14.5591E-9
11.5000E+0,14.5598E-9
11.0000E+0,14.5628E-9
10.5000E+0,14.5692E-9
10.0000E+0,14.5731E-9
9.5000E+0,14.5747E-9
9.0000E+0,14.5790E-9
8.5000E+0,14.5819E-9
8.0000E+0,14.5856E-9
7.5000E+0,14.5856E-9
7.0000E+0,14.5893E-9
6.5000E+0,14.5922E-9
6.0000E+0,14.5941E-9
5.5000E+0,14.5989E-9
5.0000E+0,14.6018E-9
4.5000E+0,14.6067E-9
4.0000E+0,14.6059E-9
3.5000E+0,14.6079E-9
3.0000E+0,14.6094E-9
2.5000E+0,14.6120E-9
2.0000E+0,14.6114E-9
1.5000E+0,14.6110E-9
1.0000E+0,14.6131E-9
500.0000E-3,14.6173E-9
000.0000E-3,14.6179E-9
-500.0000E-3,14.6193E-9
-1.0000E+0,14.6193E-9
-1.5000E+0,14.6202E-9
-2.0000E+0,14.6219E-9
-2.5000E+0,14.6227E-9
-3.0000E+0,14.6240E-9
-3.5000E+0,14.6247E-9
-4.0000E+0,14.6270E-9
-4.5000E+0,14.6294E-9
-5.0000E+0,14.6314E-9
-5.5000E+0,14.6350E-9
-6.0000E+0,14.6343E-9
-6.5000E+0,14.6378E-9
-7.0000E+0,14.6383E-9
-7.5000E+0,14.6388E-9
-8.0000E+0,14.6380E-9
-8.5000E+0,14.6413E-9
-9.0000E+0,14.6439E-9
-9.5000E+0,14.6445E-9
-10.0000E+0,14.6458E-9
-10.5000E+0,14.6484E-9
-11.0000E+0,14.6505E-9
-11.5000E+0,14.6519E-9
-12.0000E+0,14.6547E-9
-12.5000E+0,14.6559E-9
-13.0000E+0,14.6584E-9
-13.5000E+0,14.6588E-9
-14.0000E+0,14.6600E-9
-14.5000E+0,14.6610E-9
-15.0000E+0,14.6659E-9
-15.5000E+0,14.6675E-9
-16.0000E+0,14.6668E-9
-16.5000E+0,14.6672E-9
-17.0000E+0,14.6695E-9
-17.5000E+0,14.6707E-9
-18.0000E+0,14.6745E-9
-18.5000E+0,14.6820E-9
-19.0000E+0,14.6850E-9
-19.5000E+0,14.6878E-9
-20.0000E+0,14.6889E-9
