GateI,GateV,DrainI
-51.2081E-12,-20.0000E+0,149.7916E-12
-40.4057E-12,-19.5000E+0,133.0960E-12
-35.5845E-12,-19.0000E+0,119.8509E-12
-27.5054E-12,-18.5000E+0,110.2586E-12
-25.7907E-12,-18.0000E+0,103.9649E-12
-22.4522E-12,-17.5000E+0,97.4789E-12
-20.5459E-12,-17.0000E+0,92.4804E-12
-14.2016E-12,-16.5000E+0,88.0890E-12
-9.4712E-12,-16.0000E+0,84.6689E-12
-7.4842E-12,-15.5000E+0,82.3417E-12
-6.5865E-12,-15.0000E+0,79.1543E-12
-3.8935E-12,-14.5000E+0,76.9181E-12
-3.0765E-12,-14.0000E+0,74.2570E-12
776.4137E-15,-13.5000E+0,73.1743E-12
1.8657E-12,-13.0000E+0,71.3327E-12
3.5703E-12,-12.5000E+0,69.4709E-12
3.2475E-12,-12.0000E+0,67.8115E-12
5.4261E-12,-11.5000E+0,66.8705E-12
7.3526E-12,-11.0000E+0,65.4539E-12
10.6609E-12,-10.5000E+0,64.4926E-12
11.4073E-12,-10.0000E+0,62.7624E-12
10.6407E-12,-9.5000E+0,62.6207E-12
12.9706E-12,-9.0000E+0,60.3441E-12
11.5989E-12,-8.5000E+0,60.0607E-12
13.2127E-12,-8.0000E+0,59.0084E-12
14.1507E-12,-7.5000E+0,58.1989E-12
10.8828E-12,-7.0000E+0,57.2984E-12
13.8683E-12,-6.5000E+0,57.3490E-12
11.8006E-12,-6.0000E+0,56.0741E-12
12.5974E-12,-5.5000E+0,55.3455E-12
14.9475E-12,-5.0000E+0,54.4146E-12
14.1306E-12,-4.5000E+0,54.6069E-12
16.6824E-12,-4.0000E+0,54.3539E-12
16.8639E-12,-3.5000E+0,54.4450E-12
19.8495E-12,-3.0000E+0,53.0082E-12
22.0079E-12,-2.5000E+0,53.6355E-12
24.5597E-12,-2.0000E+0,152.0176E-12
27.3435E-12,-1.5000E+0,4.0675E-9
30.4602E-12,-1.0000E+0,39.5600E-9
30.2686E-12,-500.0000E-3,163.1573E-9
122.8645E-12,000.0000E-3,392.3103E-9
1.9261E-9,500.0000E-3,759.6694E-9
5.9706E-9,1.0000E+0,1.2578E-6
14.9349E-9,1.5000E+0,1.9538E-6
27.5276E-9,2.0000E+0,2.8245E-6
44.5706E-9,2.5000E+0,3.8421E-6
66.5101E-9,3.0000E+0,5.0561E-6
98.5450E-9,3.5000E+0,6.4644E-6
133.5231E-9,4.0000E+0,8.0806E-6
165.9981E-9,4.5000E+0,9.7962E-6
217.4191E-9,5.0000E+0,11.7988E-6
272.3993E-9,5.5000E+0,14.0367E-6
333.7172E-9,6.0000E+0,16.4845E-6
402.3643E-9,6.5000E+0,19.1518E-6
479.1088E-9,7.0000E+0,22.0544E-6
563.6339E-9,7.5000E+0,25.1795E-6
659.5712E-9,8.0000E+0,28.6401E-6
749.7844E-9,8.5000E+0,31.9633E-6
864.2639E-9,9.0000E+0,35.7918E-6
984.9624E-9,9.5000E+0,39.9280E-6
1.1107E-6,10.0000E+0,44.1885E-6
1.2460E-6,10.5000E+0,48.7097E-6
1.3968E-6,11.0000E+0,53.6623E-6
1.5365E-6,11.5000E+0,58.2480E-6
1.6960E-6,12.0000E+0,63.3490E-6
1.8644E-6,12.5000E+0,68.7102E-6
2.0470E-6,13.0000E+0,74.4554E-6
2.2401E-6,13.5000E+0,80.4728E-6
2.4380E-6,14.0000E+0,86.5886E-6
2.6111E-6,14.5000E+0,91.8679E-6
2.8342E-6,15.0000E+0,98.5078E-6
3.0691E-6,15.5000E+0,105.5156E-6
3.3148E-6,16.0000E+0,112.7925E-6
3.5785E-6,16.5000E+0,120.4993E-6
3.8567E-6,17.0000E+0,128.5827E-6
4.0523E-6,17.5000E+0,134.2365E-6
4.2721E-6,18.0000E+0,140.2581E-6
4.4742E-6,18.5000E+0,145.8804E-6
4.7942E-6,19.0000E+0,154.5058E-6
4.9402E-6,19.5000E+0,158.2661E-6
5.2350E-6,20.0000E+0,166.0302E-6
5.1220E-6,20.0000E+0,162.8298E-6
4.9250E-6,19.5000E+0,157.0138E-6
5.4466E-6,19.0000E+0,173.0439E-6
5.1098E-6,18.5000E+0,163.7279E-6
4.7898E-6,18.0000E+0,154.7042E-6
4.4723E-6,17.5000E+0,145.6609E-6
4.1713E-6,17.0000E+0,137.0977E-6
3.8643E-6,16.5000E+0,128.2480E-6
3.5653E-6,16.0000E+0,119.5698E-6
3.3009E-6,15.5000E+0,111.7509E-6
3.0436E-6,15.0000E+0,104.1204E-6
2.7910E-6,14.5000E+0,96.5321E-6
2.5454E-6,14.0000E+0,89.1059E-6
2.3232E-6,13.5000E+0,82.2753E-6
2.1158E-6,13.0000E+0,75.8559E-6
1.9340E-6,12.5000E+0,70.0335E-6
1.7344E-6,12.0000E+0,63.8612E-6
1.5600E-6,11.5000E+0,58.2749E-6
1.3942E-6,11.0000E+0,52.9464E-6
1.2395E-6,10.5000E+0,47.8733E-6
1.0975E-6,10.0000E+0,43.1694E-6
965.1960E-9,9.5000E+0,38.7314E-6
842.2992E-9,9.0000E+0,34.5485E-6
728.7997E-9,8.5000E+0,30.6266E-6
630.6868E-9,8.0000E+0,26.9894E-6
532.0704E-9,7.5000E+0,23.6415E-6
446.4272E-9,7.0000E+0,20.5196E-6
369.9683E-9,6.5000E+0,17.6609E-6
302.9300E-9,6.0000E+0,15.0837E-6
242.5748E-9,5.5000E+0,12.7054E-6
189.5063E-9,5.0000E+0,10.5420E-6
144.3312E-9,4.5000E+0,8.6221E-6
100.0830E-9,4.0000E+0,6.4910E-6
69.9394E-9,3.5000E+0,5.0174E-6
47.5978E-9,3.0000E+0,3.8377E-6
29.5777E-9,2.5000E+0,2.8545E-6
16.3626E-9,2.0000E+0,2.0196E-6
7.0909E-9,1.5000E+0,1.3491E-6
1.3794E-9,1.0000E+0,825.4023E-9
-235.8772E-12,500.0000E-3,445.0688E-9
-958.0222E-12,000.0000E-3,187.9628E-9
-693.1070E-12,-500.0000E-3,51.5868E-9
-528.9432E-12,-1.0000E+0,4.4120E-9
-423.8647E-12,-1.5000E+0,214.2261E-12
-352.6557E-12,-2.0000E+0,176.9394E-12
-292.1988E-12,-2.5000E+0,153.3128E-12
-248.7775E-12,-3.0000E+0,136.3340E-12
-214.7465E-12,-3.5000E+0,122.4514E-12
-186.7269E-12,-4.0000E+0,111.6246E-12
-163.9723E-12,-4.5000E+0,102.2043E-12
-149.5288E-12,-5.0000E+0,95.2731E-12
-130.6071E-12,-5.5000E+0,88.7264E-12
-118.3926E-12,-6.0000E+0,83.9808E-12
-106.9951E-12,-6.5000E+0,79.4376E-12
