# Date,2021-01-11 ���� 3:24
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
0.069000,-40.000000,-6.833120E-7,40.000000,4.584790E-7
0.154000,-39.500000,-6.566820E-7,40.000000,4.596750E-7
0.221000,-39.000000,-6.594150E-7,40.000000,4.609260E-7
0.268000,-38.500000,-6.854310E-7,40.000000,4.614190E-7
0.330000,-38.000000,-6.603590E-7,40.000000,4.621210E-7
0.376000,-37.500000,-6.614110E-7,40.000000,4.626340E-7
0.439000,-37.000000,-6.620360E-7,40.000000,4.633120E-7
0.485000,-36.500000,-6.896570E-7,40.000000,4.637300E-7
0.552000,-36.000000,-6.896520E-7,40.000000,4.643360E-7
0.603000,-35.500000,-6.917730E-7,40.000000,4.647580E-7
0.704000,-35.000000,-6.647220E-7,40.000000,4.655460E-7
0.770000,-34.500000,-6.646830E-7,40.000000,4.660080E-7
0.841000,-34.000000,-6.654350E-7,40.000000,4.664850E-7
0.926000,-33.500000,-6.677520E-7,40.000000,4.670010E-7
0.987000,-33.000000,-6.683190E-7,40.000000,4.673350E-7
1.072000,-32.500000,-6.669690E-7,40.000000,4.678090E-7
1.134000,-32.000000,-6.960040E-7,40.000000,4.681530E-7
1.200000,-31.500000,-6.960030E-7,40.000000,4.684640E-7
1.287000,-31.000000,-6.703710E-7,40.000000,4.688930E-7
1.348000,-30.500000,-6.750280E-7,40.000000,4.691680E-7
1.408000,-30.000000,-6.697350E-7,40.000000,4.694340E-7
1.484000,-29.500000,-6.960050E-7,40.000000,4.697630E-7
1.532000,-29.000000,-6.960010E-7,40.000000,4.699610E-7
1.603000,-28.500000,-6.735740E-7,40.000000,4.702450E-7
1.653000,-28.000000,-6.981180E-7,40.000000,4.704300E-7
1.719000,-27.500000,-6.981160E-7,40.000000,4.706900E-7
1.763000,-27.000000,-6.728740E-7,40.000000,4.708600E-7
1.807000,-26.500000,-6.725890E-7,40.000000,4.710170E-7
1.881000,-26.000000,-6.746020E-7,40.000000,4.712920E-7
1.927000,-25.500000,-6.722640E-7,40.000000,4.714530E-7
1.977000,-25.000000,-6.726180E-7,40.000000,4.716080E-7
2.024000,-24.500000,-6.733070E-7,40.000000,4.717590E-7
2.074000,-24.000000,-6.725730E-7,40.000000,4.719350E-7
2.139000,-23.500000,-6.739630E-7,40.000000,4.721490E-7
2.183000,-23.000000,-7.002370E-7,40.000000,4.722830E-7
2.230000,-22.500000,-6.742660E-7,40.000000,4.724180E-7
2.278000,-22.000000,-6.727650E-7,40.000000,4.725890E-7
2.323000,-21.500000,-6.743990E-7,40.000000,4.727080E-7
2.373000,-21.000000,-6.736840E-7,40.000000,4.728490E-7
2.442000,-20.500000,-6.729090E-7,40.000000,4.730370E-7
2.489000,-20.000000,-6.741720E-7,40.000000,4.731730E-7
2.554000,-19.500000,-6.750410E-7,40.000000,4.733670E-7
2.603000,-19.000000,-6.747250E-7,40.000000,4.735140E-7
2.670000,-18.500000,-6.750810E-7,40.000000,4.736920E-7
2.718000,-18.000000,-7.023520E-7,40.000000,4.738140E-7
2.785000,-17.500000,-7.023500E-7,40.000000,4.739940E-7
2.833000,-17.000000,-7.023480E-7,40.000000,4.741210E-7
2.895000,-16.500000,-6.771690E-7,40.000000,4.742790E-7
2.942000,-16.000000,-6.764070E-7,40.000000,4.744110E-7
3.009000,-15.500000,-6.768570E-7,40.000000,4.745700E-7
3.063000,-15.000000,-6.771840E-7,40.000000,4.747000E-7
3.162000,-14.500000,-6.774890E-7,40.000000,4.749520E-7
3.227000,-14.000000,-6.778860E-7,40.000000,4.750840E-7
3.287000,-13.500000,-6.769500E-7,40.000000,4.752370E-7
3.348000,-13.000000,-7.044590E-7,40.000000,4.753760E-7
3.409000,-12.500000,-6.773440E-7,40.000000,4.755250E-7
3.460000,-12.000000,-6.787530E-7,40.000000,4.756460E-7
3.507000,-11.500000,-6.788140E-7,40.000000,4.757410E-7
3.554000,-11.000000,-6.779220E-7,40.000000,4.758300E-7
3.603000,-10.500000,-7.044630E-7,40.000000,4.759410E-7
3.653000,-10.000000,-7.023480E-7,40.000000,4.760730E-7
3.700000,-9.500000,-7.065810E-7,40.000000,4.761560E-7
3.746000,-9.000000,-6.778690E-7,40.000000,4.762450E-7
3.812000,-8.500000,-6.797900E-7,40.000000,4.763790E-7
3.859000,-8.000000,-6.787350E-7,40.000000,4.764740E-7
3.905000,-7.500000,-6.790200E-7,40.000000,4.765640E-7
3.952000,-7.000000,-7.065790E-7,40.000000,4.766660E-7
