# Date,2021-01-11 ���� 3:34
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
0.040000,-40.000000,-3.136480E-6,40.000000,1.276300E-8
0.196000,-39.500000,-5.584290E-6,40.000000,1.165450E-8
0.271000,-39.000000,-4.470750E-6,40.000000,9.619630E-9
0.479000,-38.500000,-2.976400E-6,40.000000,9.422320E-9
0.609000,-38.000000,-3.309500E-6,40.000000,9.972520E-9
0.739000,-37.500000,-1.991770E-6,40.000000,9.917080E-9
0.945000,-37.000000,-1.930410E-6,40.000000,1.004480E-8
1.228000,-36.500000,-1.818380E-6,40.000000,1.021740E-8
1.286000,-36.000000,-2.075430E-6,40.000000,1.042420E-8
1.348000,-35.500000,-2.035020E-6,40.000000,1.081160E-8
1.423000,-35.000000,-1.644330E-6,40.000000,1.101560E-8
1.483000,-34.500000,-1.607750E-6,40.000000,1.161580E-8
1.543000,-34.000000,-1.528980E-6,40.000000,1.170200E-8
1.603000,-33.500000,-1.209860E-6,40.000000,1.243530E-8
1.664000,-33.000000,-1.120510E-6,40.000000,1.308740E-8
1.725000,-32.500000,-1.729510E-6,40.000000,1.534860E-8
1.786000,-32.000000,-1.747450E-6,40.000000,1.649850E-8
1.849000,-31.500000,-1.508920E-6,40.000000,1.767330E-8
1.912000,-31.000000,-1.380150E-6,40.000000,1.886960E-8
1.970000,-30.500000,-1.227700E-6,40.000000,2.101580E-8
2.026000,-30.000000,-1.227350E-6,40.000000,2.323100E-8
2.091000,-29.500000,-1.153530E-6,40.000000,2.578170E-8
2.156000,-29.000000,-1.144020E-6,40.000000,2.884280E-8
2.219000,-28.500000,-1.179560E-6,40.000000,3.208050E-8
2.284000,-28.000000,-1.199390E-6,40.000000,3.620620E-8
2.342000,-27.500000,-1.094740E-6,40.000000,3.964720E-8
2.397000,-27.000000,-1.009190E-6,40.000000,4.439450E-8
2.454000,-26.500000,-1.109850E-6,40.000000,5.060100E-8
2.521000,-26.000000,-1.136540E-6,40.000000,5.624330E-8
