# Date,2021-01-11 ���� 3:34
# Mode, Transfer Curve
Time (s),Gate Vg (V),Gate Ig (A),Drain Vd (V),Drain Id (A)
2.584000,-25.500000,-1.088300E-6,40.000000,6.300110E-8
2.640000,-25.000000,-1.014600E-6,40.000000,6.979010E-8
2.702000,-24.500000,-1.028090E-6,40.000000,7.711860E-8
2.778000,-24.000000,-6.649700E-7,40.000000,8.563270E-8
2.836000,-23.500000,-6.727350E-7,40.000000,9.632630E-8
2.892000,-23.000000,-6.520920E-7,40.000000,1.079730E-7
2.968000,-22.500000,-6.667460E-7,40.000000,1.200960E-7
3.014000,-22.000000,-6.144520E-7,40.000000,1.341730E-7
3.072000,-21.500000,-6.156350E-7,40.000000,1.485630E-7
3.146000,-21.000000,-5.998330E-7,40.000000,1.657780E-7
3.248000,-20.500000,-5.564160E-7,40.000000,1.813710E-7
3.313000,-20.000000,-5.455420E-7,40.000000,2.013250E-7
3.375000,-19.500000,-5.362430E-7,40.000000,2.239380E-7
3.437000,-19.000000,-5.834160E-7,40.000000,2.503120E-7
3.499000,-18.500000,-5.216140E-7,40.000000,2.785170E-7
3.556000,-18.000000,-6.008300E-7,40.000000,3.120790E-7
3.600000,-17.500000,-5.612220E-7,40.000000,3.441300E-7
3.647000,-17.000000,-5.462250E-7,40.000000,3.822760E-7
3.706000,-16.500000,-5.817950E-7,40.000000,4.227580E-7
3.757000,-16.000000,-5.648720E-7,40.000000,4.643140E-7
3.821000,-15.500000,-5.500620E-7,40.000000,5.124530E-7
3.864000,-15.000000,-5.231630E-7,40.000000,5.637190E-7
3.925000,-14.500000,-5.161670E-7,40.000000,6.173770E-7
3.969000,-14.000000,-4.909590E-7,40.000000,6.785020E-7
4.013000,-13.500000,-4.774630E-7,40.000000,7.433630E-7
4.057000,-13.000000,-4.886020E-7,40.000000,8.107460E-7
4.103000,-12.500000,-4.320120E-7,40.000000,8.872660E-7
4.151000,-12.000000,-4.125150E-7,40.000000,9.721750E-7
4.197000,-11.500000,-3.918250E-7,40.000000,1.065010E-6
4.259000,-11.000000,-3.769320E-7,40.000000,1.173300E-6
4.306000,-10.500000,-3.850910E-7,40.000000,1.288100E-6
4.354000,-10.000000,-3.275380E-7,40.000000,1.421960E-6
4.401000,-9.500000,-3.144520E-7,40.000000,1.576160E-6
4.447000,-9.000000,-2.914960E-7,40.000000,1.742620E-6
4.493000,-8.500000,-2.639220E-7,40.000000,1.923060E-6
4.601000,-8.000000,-2.429690E-7,40.000000,2.141280E-6
4.646000,-7.500000,-2.262500E-7,40.000000,2.382910E-6
4.692000,-7.000000,-1.983560E-7,40.000000,2.657830E-6
4.752000,-6.500000,-1.813320E-7,40.000000,2.970860E-6
4.799000,-6.000000,-1.616630E-7,40.000000,3.333880E-6
4.848000,-5.500000,-1.459810E-7,40.000000,3.771690E-6
4.898000,-5.000000,-1.219050E-7,40.000000,4.332620E-6
4.944000,-4.500000,-1.048680E-7,40.000000,5.064050E-6
5.224000,-4.000000,-1.232630E-9,40.000000,5.932150E-6
5.356000,-3.500000,-1.108800E-9,40.000000,7.090720E-6
6.902000,-3.000000,-5.136700E-10,40.000000,8.334960E-6
7.872000,-2.500000,-4.697080E-10,40.000000,1.002440E-5
8.855000,-2.000000,-4.447490E-10,40.000000,1.203950E-5
9.994000,-1.500000,-4.241060E-10,40.000000,1.440540E-5
11.002000,-1.000000,-4.086770E-10,40.000000,1.724340E-5
12.015000,-0.500000,-3.885160E-10,40.000000,2.044890E-5
12.955000,0.000000,-3.638410E-10,40.000000,2.403760E-5
13.897000,0.500000,-3.245090E-10,40.000000,2.797140E-5
14.836000,1.000000,-2.640360E-10,40.000000,3.209440E-5
15.776000,1.500000,-1.793330E-10,40.000000,3.653190E-5
18.433000,2.000000,-1.033900E-11,40.000000,4.092810E-5
19.675000,2.500000,5.356260E-12,40.000000,4.576650E-5
20.917000,3.000000,5.989190E-12,40.000000,5.111430E-5
22.158000,3.500000,2.807630E-11,40.000000,5.666900E-5
23.397000,4.000000,3.374580E-11,40.000000,6.262470E-5
24.703000,4.500000,6.726210E-11,40.000000,6.898650E-5
26.016000,5.000000,8.925970E-11,40.000000,7.587710E-5
28.963000,5.500000,4.240030E-9,40.000000,8.240630E-5
29.164000,6.000000,5.478140E-9,40.000000,9.006210E-5
29.368000,6.500000,6.975630E-9,40.000000,9.798940E-5
29.568000,7.000000,8.525200E-9,40.000000,1.064150E-4
29.924000,7.500000,8.160890E-8,40.000000,1.149490E-4
30.022000,8.000000,1.566090E-6,40.000000,1.240410E-4
30.061000,8.500000,1.793530E-6,40.000000,1.334830E-4
30.110000,9.000000,2.010650E-6,40.000000,1.435290E-4
30.179000,9.500000,2.235620E-6,40.000000,1.535080E-4
30.226000,10.000000,2.508190E-6,40.000000,1.636940E-4
30.276000,10.500000,2.783340E-6,40.000000,1.745630E-4
30.324000,11.000000,3.060730E-6,40.000000,1.858640E-4
30.373000,11.500000,3.331770E-6,40.000000,1.978140E-4
30.422000,12.000000,3.635600E-6,40.000000,2.088830E-4
30.470000,12.500000,3.985780E-6,40.000000,2.214020E-4
30.518000,13.000000,4.324020E-6,40.000000,2.334160E-4
30.567000,13.500000,4.686600E-6,40.000000,2.460790E-4
30.635000,14.000000,5.039780E-6,40.000000,2.598560E-4
30.684000,14.500000,5.386720E-6,40.000000,2.733220E-4
30.732000,15.000000,5.771630E-6,40.000000,2.867200E-4
30.798000,15.500000,6.174510E-6,40.000000,3.014130E-4
30.848000,16.000000,6.572370E-6,40.000000,3.149740E-4
30.916000,16.500000,7.023410E-6,40.000000,3.289750E-4
30.964000,17.000000,7.479870E-6,40.000000,3.434420E-4
31.013000,17.500000,7.904100E-6,40.000000,3.588460E-4
31.062000,18.000000,8.375740E-6,40.000000,3.739900E-4
31.112000,18.500000,8.869050E-6,40.000000,3.904020E-4
31.163000,19.000000,9.367250E-6,40.000000,4.085790E-4
31.234000,19.500000,9.942260E-6,40.000000,4.265430E-4
31.300000,20.000000,1.045510E-5,40.000000,4.418950E-4
31.341000,20.500000,1.095800E-5,40.000000,4.573070E-4
31.388000,21.000000,1.141770E-5,40.000000,4.744850E-4
31.440000,21.500000,1.196710E-5,40.000000,4.909750E-4
31.490000,22.000000,1.247060E-5,40.000000,5.067840E-4
31.540000,22.500000,1.318420E-5,40.000000,5.238120E-4
31.589000,23.000000,1.373420E-5,40.000000,5.418230E-4
31.639000,23.500000,1.436860E-5,40.000000,5.611440E-4
31.695000,24.000000,1.493960E-5,40.000000,5.789310E-4
31.745000,24.500000,1.553080E-5,40.000000,5.966590E-4
31.795000,25.000000,1.617320E-5,40.000000,6.130570E-4
31.844000,25.500000,1.692640E-5,40.000000,6.436280E-4
31.894000,26.000000,1.762300E-5,40.000000,6.537050E-4
31.942000,26.500000,1.813050E-5,40.000000,6.710990E-4
31.992000,27.000000,1.873420E-5,40.000000,6.895030E-4
32.038000,27.500000,1.949560E-5,40.000000,7.117660E-4
32.084000,28.000000,2.015600E-5,40.000000,7.330830E-4
32.130000,28.500000,2.087440E-5,40.000000,7.531560E-4
32.177000,29.000000,2.162030E-5,40.000000,7.727040E-4
32.223000,29.500000,2.351320E-5,40.000000,8.330520E-4
32.271000,30.000000,2.516440E-5,40.000000,8.620840E-4
32.317000,30.500000,2.574120E-5,40.000000,8.795480E-4
32.366000,31.000000,2.651140E-5,40.000000,9.005980E-4
32.414000,31.500000,2.755570E-5,40.000000,9.226090E-4
32.464000,32.000000,2.802730E-5,40.000000,9.391790E-4
32.510000,32.500000,2.912300E-5,40.000000,9.611100E-4
32.558000,33.000000,2.949810E-5,40.000000,9.758540E-4
32.605000,33.500000,3.059250E-5,40.000000,9.954540E-4
32.661000,34.000000,3.386980E-5,40.000000,2.443230E-3
32.710000,34.500000,8.969800E-5,40.000000,2.515410E-3
32.758000,35.000000,9.231550E-5,40.000000,2.575850E-3
32.807000,35.500000,8.797080E-5,40.000000,2.576160E-3
32.855000,36.000000,8.905250E-5,40.000000,2.632610E-3
32.904000,36.500000,9.193460E-5,40.000000,2.696690E-3
32.954000,37.000000,9.432730E-5,40.000000,2.760400E-3
33.002000,37.500000,9.759530E-5,40.000000,2.832080E-3
33.069000,38.000000,1.001430E-4,40.000000,2.896950E-3
33.108000,38.500000,1.031300E-4,40.000000,2.964120E-3
33.156000,39.000000,1.065550E-4,40.000000,3.042710E-3
33.203000,39.500000,1.097250E-4,40.000000,3.119390E-3
33.251000,40.000000,1.132110E-4,40.000000,3.192110E-3
