GateI,GateV,DrainI
51.7826E-12,-20.0000E+0,51.1444E-12
55.0206E-12,-19.5000E+0,42.2789E-12
53.0132E-12,-19.0000E+0,36.3990E-12
53.8000E-12,-18.5000E+0,32.4086E-12
54.3246E-12,-18.0000E+0,29.2823E-12
55.7771E-12,-17.5000E+0,26.7187E-12
55.8477E-12,-17.0000E+0,24.7358E-12
59.4186E-12,-16.5000E+0,23.0302E-12
60.9720E-12,-16.0000E+0,21.8014E-12
59.9128E-12,-15.5000E+0,20.5013E-12
60.7299E-12,-15.0000E+0,19.3905E-12
61.5974E-12,-14.5000E+0,18.4224E-12
64.7143E-12,-14.0000E+0,17.7799E-12
61.5570E-12,-13.5000E+0,17.0399E-12
60.6290E-12,-13.0000E+0,16.3908E-12
63.8266E-12,-12.5000E+0,15.6870E-12
67.3470E-12,-12.0000E+0,15.0007E-12
68.9509E-12,-11.5000E+0,14.5973E-12
69.3039E-12,-11.0000E+0,14.0201E-12
67.5387E-12,-10.5000E+0,13.6242E-12
72.2998E-12,-10.0000E+0,13.2951E-12
71.8156E-12,-9.5000E+0,12.9324E-12
72.4410E-12,-9.0000E+0,12.6255E-12
69.7377E-12,-8.5000E+0,12.4155E-12
71.9165E-12,-8.0000E+0,11.9181E-12
73.7927E-12,-7.5000E+0,11.5946E-12
72.1888E-12,-7.0000E+0,11.4454E-12
75.2049E-12,-6.5000E+0,11.2032E-12
74.9628E-12,-6.0000E+0,11.0907E-12
74.7812E-12,-5.5000E+0,10.6250E-12
76.0421E-12,-5.0000E+0,10.4356E-12
75.7092E-12,-4.5000E+0,10.1407E-12
74.5795E-12,-4.0000E+0,9.8900E-12
74.9931E-12,-3.5000E+0,9.8558E-12
75.1645E-12,-3.0000E+0,9.7051E-12
72.3301E-12,-2.5000E+0,9.4871E-12
73.5304E-12,-2.0000E+0,9.2575E-12
74.3576E-12,-1.5000E+0,9.1143E-12
74.1457E-12,-1.0000E+0,9.0470E-12
74.5190E-12,-500.0000E-3,11.0415E-12
74.0247E-12,000.0000E-3,28.1033E-12
74.3374E-12,500.0000E-3,72.5412E-12
75.2957E-12,1.0000E+0,333.0357E-12
73.6212E-12,1.5000E+0,780.1579E-12
71.7652E-12,2.0000E+0,1.7404E-9
76.6373E-12,2.5000E+0,6.7934E-9
63.8771E-12,3.0000E+0,32.6980E-9
76.2136E-12,3.5000E+0,70.2633E-9
74.6804E-12,4.0000E+0,101.2168E-9
67.1453E-12,4.5000E+0,148.3405E-9
76.6070E-12,5.0000E+0,175.3168E-9
79.7945E-12,5.5000E+0,289.0292E-9
86.5327E-12,6.0000E+0,396.1758E-9
61.0022E-12,6.5000E+0,504.3068E-9
550.1164E-12,7.0000E+0,498.5384E-9
74.9628E-12,7.5000E+0,1.5395E-6
76.8995E-12,8.0000E+0,1.8253E-6
74.0751E-12,8.5000E+0,2.1415E-6
73.2783E-12,9.0000E+0,2.4903E-6
73.1774E-12,9.5000E+0,2.8731E-6
72.4511E-12,10.0000E+0,3.2910E-6
72.1485E-12,10.5000E+0,3.7464E-6
73.2883E-12,11.0000E+0,4.2395E-6
74.5896E-12,11.5000E+0,4.7732E-6
72.9151E-12,12.0000E+0,5.3488E-6
72.7941E-12,12.5000E+0,5.9676E-6
73.3791E-12,13.0000E+0,6.6279E-6
76.3347E-12,13.5000E+0,7.3351E-6
76.0320E-12,14.0000E+0,8.0930E-6
76.7482E-12,14.5000E+0,8.9006E-6
74.3374E-12,15.0000E+0,9.7185E-6
74.0247E-12,15.5000E+0,10.6253E-6
78.9270E-12,16.0000E+0,11.5824E-6
75.0032E-12,16.5000E+0,12.5946E-6
75.0233E-12,17.0000E+0,13.6633E-6
78.9674E-12,17.5000E+0,14.7883E-6
74.9225E-12,18.0000E+0,15.9676E-6
77.2727E-12,18.5000E+0,17.2072E-6
75.9110E-12,19.0000E+0,18.5048E-6
77.0105E-12,19.5000E+0,19.8611E-6
76.8794E-12,20.0000E+0,21.2790E-6
74.9023E-12,20.0000E+0,21.2559E-6
74.3273E-12,19.5000E+0,19.7952E-6
76.1329E-12,19.0000E+0,18.3950E-6
74.5694E-12,18.5000E+0,17.0578E-6
73.2076E-12,18.0000E+0,15.7796E-6
