GateV,DrainI
-20.0000E+0,11.8405E-9
-19.5000E+0,11.8262E-9
-19.0000E+0,11.8236E-9
-18.5000E+0,11.8254E-9
-18.0000E+0,11.8285E-9
-17.5000E+0,11.8318E-9
-17.0000E+0,11.8362E-9
-16.5000E+0,11.8421E-9
-16.0000E+0,11.8468E-9
-15.5000E+0,11.8508E-9
-15.0000E+0,11.8547E-9
-14.5000E+0,11.8597E-9
-14.0000E+0,11.8637E-9
-13.5000E+0,11.8692E-9
-13.0000E+0,11.8741E-9
-12.5000E+0,11.8790E-9
-12.0000E+0,11.8835E-9
-11.5000E+0,11.8884E-9
-11.0000E+0,11.8924E-9
-10.5000E+0,11.8961E-9
-10.0000E+0,11.9004E-9
-9.5000E+0,11.9044E-9
-9.0000E+0,11.9088E-9
-8.5000E+0,11.9125E-9
-8.0000E+0,11.9164E-9
-7.5000E+0,11.9211E-9
-7.0000E+0,11.9249E-9
-6.5000E+0,11.9282E-9
-6.0000E+0,11.9321E-9
-5.5000E+0,11.9361E-9
-5.0000E+0,11.9402E-9
-4.5000E+0,11.9450E-9
-4.0000E+0,11.9484E-9
-3.5000E+0,11.9519E-9
-3.0000E+0,11.9585E-9
-2.5000E+0,12.8658E-9
-2.0000E+0,23.2554E-9
-1.5000E+0,57.0996E-9
-1.0000E+0,125.8018E-9
-500.0000E-3,236.8946E-9
000.0000E-3,397.1306E-9
500.0000E-3,612.0316E-9
1.0000E+0,886.9686E-9
1.5000E+0,1.2231E-6
2.0000E+0,1.6308E-6
2.5000E+0,2.1138E-6
3.0000E+0,2.6758E-6
3.5000E+0,3.3223E-6
4.0000E+0,4.0580E-6
4.5000E+0,4.8895E-6
5.0000E+0,5.8229E-6
5.5000E+0,6.8666E-6
6.0000E+0,8.0270E-6
6.5000E+0,9.2641E-6
7.0000E+0,10.6760E-6
7.5000E+0,12.2285E-6
8.0000E+0,13.9241E-6
8.5000E+0,15.7728E-6
9.0000E+0,17.7796E-6
9.5000E+0,19.9529E-6
10.0000E+0,22.2959E-6
10.5000E+0,24.8179E-6
11.0000E+0,27.5238E-6
11.5000E+0,30.4233E-6
12.0000E+0,33.5178E-6
12.5000E+0,36.8177E-6
13.0000E+0,40.3202E-6
13.5000E+0,44.0405E-6
14.0000E+0,47.9760E-6
14.5000E+0,52.1354E-6
15.0000E+0,56.5163E-6
15.5000E+0,61.1257E-6
16.0000E+0,65.9604E-6
16.5000E+0,71.0324E-6
17.0000E+0,76.3330E-6
17.5000E+0,81.8724E-6
18.0000E+0,87.6410E-6
18.5000E+0,93.2513E-6
19.0000E+0,99.5019E-6
19.5000E+0,105.9786E-6
20.0000E+0,112.6777E-6
20.0000E+0,112.4871E-6
19.5000E+0,105.4623E-6
19.0000E+0,98.7325E-6
18.5000E+0,92.2889E-6
18.0000E+0,86.1186E-6
17.5000E+0,80.2201E-6
17.0000E+0,74.5821E-6
16.5000E+0,69.1284E-6
16.0000E+0,63.9993E-6
15.5000E+0,59.1372E-6
15.0000E+0,54.5229E-6
14.5000E+0,50.1564E-6
14.0000E+0,46.0273E-6
13.5000E+0,42.1365E-6
13.0000E+0,38.4737E-6
12.5000E+0,35.0351E-6
12.0000E+0,31.8085E-6
11.5000E+0,28.7923E-6
11.0000E+0,25.9761E-6
10.5000E+0,23.3579E-6
10.0000E+0,20.9255E-6
9.5000E+0,18.6740E-6
9.0000E+0,16.5928E-6
8.5000E+0,14.6782E-6
8.0000E+0,12.9199E-6
7.5000E+0,11.3138E-6
7.0000E+0,9.8490E-6
6.5000E+0,8.5196E-6
6.0000E+0,7.3169E-6
5.5000E+0,6.2507E-6
5.0000E+0,5.2782E-6
4.5000E+0,4.4108E-6
4.0000E+0,3.6417E-6
3.5000E+0,2.9649E-6
3.0000E+0,2.3736E-6
2.5000E+0,1.8627E-6
2.0000E+0,1.4266E-6
1.5000E+0,1.0604E-6
1.0000E+0,758.9583E-9
500.0000E-3,519.9884E-9
000.0000E-3,333.0490E-9
-500.0000E-3,195.7446E-9
-1.0000E+0,102.2899E-9
-1.5000E+0,46.1146E-9
-2.0000E+0,19.4634E-9
-2.5000E+0,11.9362E-9
-3.0000E+0,11.4010E-9
-3.5000E+0,11.4141E-9
-4.0000E+0,11.4316E-9
-4.5000E+0,11.4503E-9
-5.0000E+0,11.4645E-9
-5.5000E+0,11.4798E-9
-6.0000E+0,11.4965E-9
-6.5000E+0,11.5106E-9
-7.0000E+0,11.5249E-9
-7.5000E+0,11.5389E-9
-8.0000E+0,11.5527E-9
-8.5000E+0,11.5661E-9
-9.0000E+0,11.5790E-9
-9.5000E+0,11.5898E-9
-10.0000E+0,11.6003E-9
-10.5000E+0,11.6124E-9
-11.0000E+0,11.6227E-9
-11.5000E+0,11.6334E-9
-12.0000E+0,11.6421E-9
-12.5000E+0,11.6524E-9
-13.0000E+0,11.6617E-9
-13.5000E+0,11.6707E-9
-14.0000E+0,11.6798E-9
-14.5000E+0,11.6882E-9
-15.0000E+0,11.6978E-9
-15.5000E+0,11.7061E-9
-16.0000E+0,11.7147E-9
-16.5000E+0,11.7231E-9
-17.0000E+0,11.7308E-9
-17.5000E+0,11.7390E-9
-18.0000E+0,11.7471E-9
-18.5000E+0,11.7545E-9
-19.0000E+0,11.7611E-9
-19.5000E+0,11.7670E-9
-20.0000E+0,11.7729E-9
