GateV,DrainI
-20.0000E+0,201.6932E-9
-19.5000E+0,201.8697E-9
-19.0000E+0,202.0430E-9
-18.5000E+0,202.1927E-9
-18.0000E+0,202.3351E-9
-17.5000E+0,202.4677E-9
-17.0000E+0,202.5739E-9
-16.5000E+0,202.6782E-9
-16.0000E+0,202.7993E-9
-15.5000E+0,202.9006E-9
-15.0000E+0,203.0058E-9
-14.5000E+0,203.1151E-9
-14.0000E+0,203.2144E-9
-13.5000E+0,203.3158E-9
-13.0000E+0,203.4129E-9
-12.5000E+0,203.5257E-9
-12.0000E+0,203.6786E-9
-11.5000E+0,203.9120E-9
-11.0000E+0,204.5692E-9
-10.5000E+0,206.2900E-9
-10.0000E+0,210.2414E-9
-9.5000E+0,218.1388E-9
-9.0000E+0,232.2594E-9
-8.5000E+0,255.4046E-9
-8.0000E+0,291.1466E-9
-7.5000E+0,344.5830E-9
-7.0000E+0,421.9485E-9
-6.5000E+0,529.6921E-9
-6.0000E+0,674.1872E-9
-5.5000E+0,861.6175E-9
-5.0000E+0,1.0939E-6
-4.5000E+0,1.3857E-6
-4.0000E+0,1.7382E-6
-3.5000E+0,2.1577E-6
-3.0000E+0,2.6499E-6
-2.5000E+0,3.2199E-6
-2.0000E+0,3.8741E-6
-1.5000E+0,4.6174E-6
-1.0000E+0,5.4573E-6
-500.0000E-3,6.3990E-6
000.0000E-3,7.4500E-6
500.0000E-3,8.6150E-6
1.0000E+0,9.8579E-6
1.5000E+0,11.2784E-6
2.0000E+0,12.8340E-6
2.5000E+0,14.5349E-6
3.0000E+0,16.3880E-6
3.5000E+0,18.4033E-6
4.0000E+0,20.5858E-6
4.5000E+0,22.9460E-6
5.0000E+0,25.4885E-6
5.5000E+0,28.2250E-6
6.0000E+0,31.1613E-6
6.5000E+0,34.3063E-6
7.0000E+0,37.6629E-6
7.5000E+0,41.2425E-6
8.0000E+0,45.0478E-6
8.5000E+0,49.0926E-6
9.0000E+0,53.3757E-6
9.5000E+0,57.9079E-6
10.0000E+0,62.6798E-6
10.5000E+0,67.6970E-6
11.0000E+0,73.0065E-6
11.5000E+0,78.5735E-6
12.0000E+0,84.4017E-6
12.5000E+0,90.1866E-6
13.0000E+0,96.5771E-6
13.5000E+0,103.2535E-6
14.0000E+0,110.1954E-6
14.5000E+0,117.4177E-6
15.0000E+0,124.9184E-6
15.5000E+0,132.7030E-6
16.0000E+0,140.7569E-6
16.5000E+0,149.1024E-6
17.0000E+0,157.7288E-6
17.5000E+0,166.6425E-6
18.0000E+0,175.8339E-6
18.5000E+0,185.3089E-6
19.0000E+0,195.0586E-6
19.5000E+0,205.0921E-6
20.0000E+0,215.4026E-6
20.0000E+0,215.0990E-6
19.5000E+0,204.2566E-6
19.0000E+0,193.7906E-6
18.5000E+0,183.6826E-6
18.0000E+0,173.9092E-6
17.5000E+0,164.4672E-6
17.0000E+0,155.3466E-6
16.5000E+0,146.5537E-6
16.0000E+0,138.0784E-6
15.5000E+0,129.9254E-6
15.0000E+0,122.0761E-6
14.5000E+0,114.5365E-6
14.0000E+0,107.2970E-6
13.5000E+0,100.3663E-6
13.0000E+0,93.7286E-6
12.5000E+0,87.3930E-6
12.0000E+0,81.3402E-6
11.5000E+0,75.5743E-6
11.0000E+0,70.0865E-6
10.5000E+0,64.9323E-6
10.0000E+0,59.9672E-6
9.5000E+0,55.2795E-6
9.0000E+0,50.8490E-6
8.5000E+0,46.6745E-6
8.0000E+0,42.7382E-6
7.5000E+0,39.0619E-6
7.0000E+0,35.6031E-6
6.5000E+0,32.3676E-6
6.0000E+0,29.3451E-6
5.5000E+0,26.5297E-6
5.0000E+0,23.9110E-6
4.5000E+0,21.4853E-6
4.0000E+0,19.2384E-6
3.5000E+0,17.1648E-6
3.0000E+0,15.2555E-6
2.5000E+0,13.5048E-6
2.0000E+0,11.9022E-6
1.5000E+0,10.4408E-6
1.0000E+0,9.1106E-6
500.0000E-3,7.9061E-6
000.0000E-3,6.8514E-6
-500.0000E-3,5.8674E-6
-1.0000E+0,4.9889E-6
-1.5000E+0,4.2089E-6
-2.0000E+0,3.5217E-6
-2.5000E+0,2.9199E-6
-3.0000E+0,2.3979E-6
-3.5000E+0,1.9494E-6
-4.0000E+0,1.5691E-6
-4.5000E+0,1.2515E-6
-5.0000E+0,990.1760E-9
-5.5000E+0,779.4870E-9
-6.0000E+0,618.6718E-9
-6.5000E+0,489.6103E-9
-7.0000E+0,394.3545E-9
-7.5000E+0,326.5373E-9
-8.0000E+0,280.0703E-9
-8.5000E+0,249.1560E-9
-9.0000E+0,229.3293E-9
-9.5000E+0,217.3892E-9
-10.0000E+0,210.8332E-9
-10.5000E+0,207.6704E-9
-11.0000E+0,206.3601E-9
-11.5000E+0,205.9608E-9
-12.0000E+0,205.8662E-9
-12.5000E+0,205.8789E-9
-13.0000E+0,205.9045E-9
-13.5000E+0,205.9301E-9
-14.0000E+0,205.9810E-9
-14.5000E+0,206.0447E-9
-15.0000E+0,206.0911E-9
-15.5000E+0,206.1471E-9
-16.0000E+0,206.1868E-9
-16.5000E+0,206.2365E-9
-17.0000E+0,206.2985E-9
-17.5000E+0,206.3587E-9
-18.0000E+0,206.4091E-9
-18.5000E+0,206.4408E-9
-19.0000E+0,206.4962E-9
-19.5000E+0,206.5408E-9
-20.0000E+0,206.6097E-9
