GateV,DrainI
-20.0000E+0,205.5638E-9
-19.5000E+0,205.7121E-9
-19.0000E+0,205.8290E-9
-18.5000E+0,205.9748E-9
-18.0000E+0,206.1063E-9
-17.5000E+0,206.2108E-9
-17.0000E+0,206.3255E-9
-16.5000E+0,206.4315E-9
-16.0000E+0,206.5319E-9
-15.5000E+0,206.6360E-9
-15.0000E+0,206.7222E-9
-14.5000E+0,206.8346E-9
-14.0000E+0,206.8772E-9
-13.5000E+0,206.9661E-9
-13.0000E+0,207.0887E-9
-12.5000E+0,207.1901E-9
-12.0000E+0,207.2680E-9
-11.5000E+0,207.3744E-9
-11.0000E+0,207.4172E-9
-10.5000E+0,207.4961E-9
-10.0000E+0,207.5668E-9
-9.5000E+0,207.6173E-9
-9.0000E+0,207.7103E-9
-8.5000E+0,207.8101E-9
-8.0000E+0,207.9570E-9
-7.5000E+0,208.1956E-9
-7.0000E+0,209.5341E-9
-6.5000E+0,217.0679E-9
-6.0000E+0,239.0314E-9
-5.5000E+0,283.7927E-9
-5.0000E+0,358.5545E-9
-4.5000E+0,470.0407E-9
-4.0000E+0,624.0382E-9
-3.5000E+0,826.2035E-9
-3.0000E+0,1.0764E-6
-2.5000E+0,1.3883E-6
-2.0000E+0,1.7620E-6
-1.5000E+0,2.2010E-6
-1.0000E+0,2.7106E-6
-500.0000E-3,3.2952E-6
000.0000E-3,3.9607E-6
500.0000E-3,4.7121E-6
1.0000E+0,5.5567E-6
1.5000E+0,6.5013E-6
2.0000E+0,7.5503E-6
2.5000E+0,8.7121E-6
3.0000E+0,9.9418E-6
3.5000E+0,11.3450E-6
4.0000E+0,12.8763E-6
4.5000E+0,14.5426E-6
5.0000E+0,16.3481E-6
5.5000E+0,18.3014E-6
6.0000E+0,20.4074E-6
6.5000E+0,22.6718E-6
7.0000E+0,25.0964E-6
7.5000E+0,27.6938E-6
8.0000E+0,30.5203E-6
8.5000E+0,33.4403E-6
9.0000E+0,36.5249E-6
9.5000E+0,39.8312E-6
10.0000E+0,43.3268E-6
10.5000E+0,47.0191E-6
11.0000E+0,50.8960E-6
11.5000E+0,54.9826E-6
12.0000E+0,59.2511E-6
12.5000E+0,63.7186E-6
13.0000E+0,68.4054E-6
13.5000E+0,73.3238E-6
14.0000E+0,78.4189E-6
14.5000E+0,83.7030E-6
15.0000E+0,89.1992E-6
15.5000E+0,94.4925E-6
16.0000E+0,100.4329E-6
16.5000E+0,106.5600E-6
17.0000E+0,112.8767E-6
17.5000E+0,119.3772E-6
18.0000E+0,126.1394E-6
18.5000E+0,133.0495E-6
19.0000E+0,140.1446E-6
19.5000E+0,147.4497E-6
20.0000E+0,154.9775E-6
20.0000E+0,154.7283E-6
19.5000E+0,146.8018E-6
19.0000E+0,139.1501E-6
18.5000E+0,131.7745E-6
18.0000E+0,124.6401E-6
17.5000E+0,117.7168E-6
17.0000E+0,111.0441E-6
16.5000E+0,104.6170E-6
16.0000E+0,98.4092E-6
15.5000E+0,92.4177E-6
15.0000E+0,86.6833E-6
14.5000E+0,81.1694E-6
14.0000E+0,75.8617E-6
13.5000E+0,70.7924E-6
13.0000E+0,65.9319E-6
12.5000E+0,61.2866E-6
12.0000E+0,56.8541E-6
11.5000E+0,52.6195E-6
11.0000E+0,48.6121E-6
10.5000E+0,44.8054E-6
10.0000E+0,41.2105E-6
9.5000E+0,37.8153E-6
9.0000E+0,34.5989E-6
8.5000E+0,31.5805E-6
8.0000E+0,28.7399E-6
7.5000E+0,26.0770E-6
7.0000E+0,23.5854E-6
6.5000E+0,21.2690E-6
6.0000E+0,19.1070E-6
5.5000E+0,17.1027E-6
5.0000E+0,15.2472E-6
4.5000E+0,13.5351E-6
4.0000E+0,11.9512E-6
3.5000E+0,10.5081E-6
3.0000E+0,9.1939E-6
2.5000E+0,7.9999E-6
2.0000E+0,6.9469E-6
1.5000E+0,5.9632E-6
1.0000E+0,5.0794E-6
500.0000E-3,4.2950E-6
000.0000E-3,3.5951E-6
-500.0000E-3,2.9830E-6
-1.0000E+0,2.4470E-6
-1.5000E+0,1.9808E-6
-2.0000E+0,1.5819E-6
-2.5000E+0,1.2449E-6
-3.0000E+0,965.7240E-9
-3.5000E+0,739.5246E-9
-4.0000E+0,566.7367E-9
-4.5000E+0,431.2070E-9
-5.0000E+0,334.4019E-9
-5.5000E+0,270.6140E-9
-6.0000E+0,233.3601E-9
-6.5000E+0,215.6940E-9
-7.0000E+0,209.9981E-9
-7.5000E+0,209.0647E-9
-8.0000E+0,208.9581E-9
-8.5000E+0,208.9676E-9
-9.0000E+0,208.9841E-9
-9.5000E+0,208.9979E-9
-10.0000E+0,209.0451E-9
-10.5000E+0,209.0902E-9
-11.0000E+0,209.1365E-9
-11.5000E+0,209.1728E-9
-12.0000E+0,209.2570E-9
-12.5000E+0,209.3234E-9
-13.0000E+0,209.3772E-9
-13.5000E+0,209.3794E-9
-14.0000E+0,209.4472E-9
-14.5000E+0,209.5027E-9
-15.0000E+0,209.5630E-9
-15.5000E+0,209.6103E-9
-16.0000E+0,209.6524E-9
-16.5000E+0,209.7042E-9
-17.0000E+0,209.7666E-9
-17.5000E+0,209.8085E-9
-18.0000E+0,209.8551E-9
-18.5000E+0,209.9011E-9
-19.0000E+0,209.9716E-9
-19.5000E+0,210.0161E-9
-20.0000E+0,210.0539E-9
