GateV,DrainI
-20.0000E+0,206.4340E-9
-19.5000E+0,206.5714E-9
-19.0000E+0,206.7049E-9
-18.5000E+0,206.8137E-9
-18.0000E+0,206.9229E-9
-17.5000E+0,207.0511E-9
-17.0000E+0,207.1883E-9
-16.5000E+0,207.2895E-9
-16.0000E+0,207.4179E-9
-15.5000E+0,207.5244E-9
-15.0000E+0,207.6024E-9
-14.5000E+0,207.7022E-9
-14.0000E+0,207.7903E-9
-13.5000E+0,207.8738E-9
-13.0000E+0,207.9627E-9
-12.5000E+0,208.0407E-9
-12.0000E+0,208.1024E-9
-11.5000E+0,208.1777E-9
-11.0000E+0,208.2670E-9
-10.5000E+0,208.3216E-9
-10.0000E+0,208.4035E-9
-9.5000E+0,208.5175E-9
-9.0000E+0,208.5660E-9
-8.5000E+0,208.6386E-9
-8.0000E+0,208.7331E-9
-7.5000E+0,208.8788E-9
-7.0000E+0,209.6109E-9
-6.5000E+0,214.9567E-9
-6.0000E+0,233.5616E-9
-5.5000E+0,274.5118E-9
-5.0000E+0,345.8919E-9
-4.5000E+0,454.9097E-9
-4.0000E+0,607.8254E-9
-3.5000E+0,810.6148E-9
-3.0000E+0,1.0645E-6
-2.5000E+0,1.3822E-6
-2.0000E+0,1.7644E-6
-1.5000E+0,2.2146E-6
-1.0000E+0,2.7382E-6
-500.0000E-3,3.3409E-6
000.0000E-3,4.0278E-6
500.0000E-3,4.8046E-6
1.0000E+0,5.6787E-6
1.5000E+0,6.6566E-6
2.0000E+0,7.7433E-6
2.5000E+0,8.9479E-6
3.0000E+0,10.2309E-6
3.5000E+0,11.6911E-6
4.0000E+0,13.2855E-6
4.5000E+0,15.0214E-6
5.0000E+0,16.9045E-6
5.5000E+0,18.9429E-6
6.0000E+0,21.1412E-6
6.5000E+0,23.5062E-6
7.0000E+0,26.0405E-6
7.5000E+0,28.7506E-6
8.0000E+0,31.6410E-6
8.5000E+0,34.7195E-6
9.0000E+0,37.9863E-6
9.5000E+0,41.4509E-6
10.0000E+0,45.1091E-6
10.5000E+0,48.9680E-6
11.0000E+0,53.0287E-6
11.5000E+0,57.2983E-6
12.0000E+0,61.7742E-6
12.5000E+0,66.4639E-6
13.0000E+0,71.3545E-6
13.5000E+0,76.4689E-6
14.0000E+0,81.7868E-6
14.5000E+0,87.3314E-6
15.0000E+0,92.7088E-6
15.5000E+0,98.6977E-6
16.0000E+0,104.8737E-6
16.5000E+0,111.2700E-6
17.0000E+0,117.8764E-6
17.5000E+0,124.6959E-6
18.0000E+0,131.7130E-6
18.5000E+0,138.9365E-6
19.0000E+0,146.3624E-6
19.5000E+0,154.0031E-6
20.0000E+0,161.8305E-6
20.0000E+0,161.5742E-6
19.5000E+0,153.2911E-6
19.0000E+0,145.3053E-6
18.5000E+0,137.6057E-6
18.0000E+0,130.1303E-6
17.5000E+0,122.9036E-6
17.0000E+0,115.9209E-6
16.5000E+0,109.1801E-6
16.0000E+0,102.6857E-6
15.5000E+0,96.4466E-6
15.0000E+0,90.4267E-6
14.5000E+0,84.6484E-6
14.0000E+0,79.0944E-6
13.5000E+0,73.7777E-6
13.0000E+0,68.7103E-6
12.5000E+0,63.8300E-6
12.0000E+0,59.1824E-6
11.5000E+0,54.7640E-6
11.0000E+0,50.5661E-6
10.5000E+0,46.5889E-6
10.0000E+0,42.8193E-6
9.5000E+0,39.2592E-6
9.0000E+0,35.8972E-6
8.5000E+0,32.7342E-6
8.0000E+0,29.7649E-6
7.5000E+0,26.9873E-6
7.0000E+0,24.3891E-6
6.5000E+0,21.9678E-6
6.0000E+0,19.7148E-6
5.5000E+0,17.6272E-6
5.0000E+0,15.6968E-6
4.5000E+0,13.9201E-6
4.0000E+0,12.2862E-6
3.5000E+0,10.7909E-6
3.0000E+0,9.4262E-6
2.5000E+0,8.1876E-6
2.0000E+0,7.0669E-6
1.5000E+0,6.0863E-6
1.0000E+0,5.1750E-6
500.0000E-3,4.3636E-6
000.0000E-3,3.6449E-6
-500.0000E-3,3.0131E-6
-1.0000E+0,2.4613E-6
-1.5000E+0,1.9839E-6
-2.0000E+0,1.5766E-6
-2.5000E+0,1.2336E-6
-3.0000E+0,950.8386E-9
-3.5000E+0,723.1982E-9
-4.0000E+0,550.4788E-9
-4.5000E+0,416.7422E-9
-5.0000E+0,322.8212E-9
-5.5000E+0,262.5825E-9
-6.0000E+0,228.9086E-9
-6.5000E+0,214.2244E-9
-7.0000E+0,210.2680E-9
-7.5000E+0,209.7909E-9
-8.0000E+0,209.7611E-9
-8.5000E+0,209.7877E-9
-9.0000E+0,209.8407E-9
-9.5000E+0,209.8391E-9
-10.0000E+0,209.9204E-9
-10.5000E+0,209.9577E-9
-11.0000E+0,210.0053E-9
-11.5000E+0,210.0720E-9
-12.0000E+0,210.1118E-9
-12.5000E+0,210.1659E-9
-13.0000E+0,210.2285E-9
-13.5000E+0,210.1979E-9
-14.0000E+0,210.2487E-9
-14.5000E+0,210.3327E-9
-15.0000E+0,210.3870E-9
-15.5000E+0,210.4357E-9
-16.0000E+0,210.5253E-9
-16.5000E+0,210.5619E-9
-17.0000E+0,210.5992E-9
-17.5000E+0,210.6438E-9
-18.0000E+0,210.6657E-9
-18.5000E+0,210.7470E-9
-19.0000E+0,210.7498E-9
-19.5000E+0,210.8128E-9
-20.0000E+0,210.8628E-9
