GateV,DrainI
-20.0000E+0,269.5788E-9
-19.5000E+0,269.8056E-9
-19.0000E+0,269.9012E-9
-18.5000E+0,270.1572E-9
-18.0000E+0,270.2767E-9
-17.5000E+0,270.3858E-9
-17.0000E+0,270.6016E-9
-16.5000E+0,271.0208E-9
-16.0000E+0,271.9970E-9
-15.5000E+0,274.3199E-9
-15.0000E+0,280.2633E-9
-14.5000E+0,290.3573E-9
-14.0000E+0,307.5636E-9
-13.5000E+0,335.7309E-9
-13.0000E+0,368.3416E-9
-12.5000E+0,421.5655E-9
-12.0000E+0,502.6569E-9
-11.5000E+0,606.4116E-9
-11.0000E+0,729.7190E-9
-10.5000E+0,895.0958E-9
-10.0000E+0,1.1267E-6
-9.5000E+0,1.3506E-6
-9.0000E+0,1.6331E-6
-8.5000E+0,1.9533E-6
-8.0000E+0,2.2871E-6
-7.5000E+0,2.7175E-6
-7.0000E+0,3.2872E-6
-6.5000E+0,3.7647E-6
-6.0000E+0,4.3712E-6
-5.5000E+0,5.1289E-6
-5.0000E+0,5.7812E-6
-4.5000E+0,6.5426E-6
-4.0000E+0,7.3585E-6
-3.5000E+0,8.2490E-6
-3.0000E+0,9.1397E-6
-2.5000E+0,9.9931E-6
-2.0000E+0,10.8597E-6
-1.5000E+0,11.8247E-6
-1.0000E+0,12.7510E-6
-500.0000E-3,13.6921E-6
000.0000E-3,14.6447E-6
500.0000E-3,15.5269E-6
1.0000E+0,16.3098E-6
1.5000E+0,17.0079E-6
2.0000E+0,17.6061E-6
2.5000E+0,18.1143E-6
3.0000E+0,18.5703E-6
3.5000E+0,19.0981E-6
4.0000E+0,19.8101E-6
4.5000E+0,20.6834E-6
5.0000E+0,21.5633E-6
5.5000E+0,22.5097E-6
6.0000E+0,23.5803E-6
6.5000E+0,24.7176E-6
7.0000E+0,26.0504E-6
7.5000E+0,27.1413E-6
8.0000E+0,28.5091E-6
8.5000E+0,30.0581E-6
9.0000E+0,31.5725E-6
9.5000E+0,33.2472E-6
10.0000E+0,35.2150E-6
10.5000E+0,37.3504E-6
11.0000E+0,39.5592E-6
11.5000E+0,42.4739E-6
12.0000E+0,44.5777E-6
12.5000E+0,47.2347E-6
13.0000E+0,50.0167E-6
13.5000E+0,52.4935E-6
14.0000E+0,54.5873E-6
14.5000E+0,57.2125E-6
15.0000E+0,59.9718E-6
15.5000E+0,62.7420E-6
16.0000E+0,65.4286E-6
16.5000E+0,68.3950E-6
17.0000E+0,71.7424E-6
17.5000E+0,77.2701E-6
18.0000E+0,79.7765E-6
18.5000E+0,83.6216E-6
19.0000E+0,86.5494E-6
19.5000E+0,90.2224E-6
20.0000E+0,94.6282E-6
20.0000E+0,92.9389E-6
19.5000E+0,89.1720E-6
19.0000E+0,85.1869E-6
18.5000E+0,81.1710E-6
18.0000E+0,77.6120E-6
17.5000E+0,74.1503E-6
17.0000E+0,70.6991E-6
16.5000E+0,67.3943E-6
16.0000E+0,64.4138E-6
15.5000E+0,61.2930E-6
15.0000E+0,58.6175E-6
14.5000E+0,55.1718E-6
14.0000E+0,52.5014E-6
13.5000E+0,49.6968E-6
13.0000E+0,47.4499E-6
12.5000E+0,45.4076E-6
12.0000E+0,42.9250E-6
11.5000E+0,40.6806E-6
11.0000E+0,38.5583E-6
10.5000E+0,36.4701E-6
10.0000E+0,34.5636E-6
9.5000E+0,32.7100E-6
9.0000E+0,30.9541E-6
8.5000E+0,29.3108E-6
8.0000E+0,27.7425E-6
7.5000E+0,26.3681E-6
7.0000E+0,24.9148E-6
6.5000E+0,23.7278E-6
6.0000E+0,22.5061E-6
5.5000E+0,21.4418E-6
5.0000E+0,20.5010E-6
4.5000E+0,19.6108E-6
4.0000E+0,18.8960E-6
3.5000E+0,18.2662E-6
3.0000E+0,17.7584E-6
2.5000E+0,17.4208E-6
2.0000E+0,16.9429E-6
1.5000E+0,16.3617E-6
1.0000E+0,15.6546E-6
500.0000E-3,14.8460E-6
000.0000E-3,13.9995E-6
-500.0000E-3,13.0274E-6
-1.0000E+0,12.2244E-6
-1.5000E+0,11.3087E-6
-2.0000E+0,10.3007E-6
-2.5000E+0,9.3091E-6
-3.0000E+0,8.4726E-6
-3.5000E+0,7.4585E-6
-4.0000E+0,7.0638E-6
-4.5000E+0,6.4150E-6
-5.0000E+0,5.6902E-6
-5.5000E+0,4.9960E-6
-6.0000E+0,4.3262E-6
-6.5000E+0,3.7274E-6
-7.0000E+0,3.1925E-6
-7.5000E+0,2.6897E-6
-8.0000E+0,2.3360E-6
-8.5000E+0,1.9530E-6
-9.0000E+0,1.6273E-6
-9.5000E+0,1.3400E-6
-10.0000E+0,1.0826E-6
-10.5000E+0,894.1042E-9
-11.0000E+0,745.2054E-9
-11.5000E+0,641.4258E-9
-12.0000E+0,496.1068E-9
-12.5000E+0,442.7698E-9
-13.0000E+0,381.0628E-9
-13.5000E+0,349.8220E-9
-14.0000E+0,326.6456E-9
-14.5000E+0,304.7448E-9
-15.0000E+0,291.2736E-9
-15.5000E+0,282.8696E-9
-16.0000E+0,278.2532E-9
-16.5000E+0,276.4614E-9
-17.0000E+0,275.6153E-9
-17.5000E+0,276.2705E-9
-18.0000E+0,278.2830E-9
-18.5000E+0,275.3520E-9
-19.0000E+0,275.5179E-9
-19.5000E+0,275.5579E-9
-20.0000E+0,275.6265E-9
