GateV,DrainI
-20.0000E+0,16.1934E-9
-19.5000E+0,16.1839E-9
-19.0000E+0,16.1877E-9
-18.5000E+0,16.1959E-9
-18.0000E+0,16.2051E-9
-17.5000E+0,16.2145E-9
-17.0000E+0,16.2241E-9
-16.5000E+0,16.2341E-9
-16.0000E+0,16.2428E-9
-15.5000E+0,16.2527E-9
-15.0000E+0,16.2622E-9
-14.5000E+0,16.2720E-9
-14.0000E+0,16.2800E-9
-13.5000E+0,16.2897E-9
-13.0000E+0,16.2984E-9
-12.5000E+0,16.3075E-9
-12.0000E+0,16.3157E-9
-11.5000E+0,16.3238E-9
-11.0000E+0,16.3324E-9
-10.5000E+0,16.3408E-9
-10.0000E+0,16.3497E-9
-9.5000E+0,16.3561E-9
-9.0000E+0,16.3639E-9
-8.5000E+0,16.3713E-9
-8.0000E+0,16.3781E-9
-7.5000E+0,16.4127E-9
-7.0000E+0,17.3508E-9
-6.5000E+0,22.3309E-9
-6.0000E+0,35.8462E-9
-5.5000E+0,62.9962E-9
-5.0000E+0,109.4733E-9
-4.5000E+0,180.5037E-9
-4.0000E+0,281.5773E-9
-3.5000E+0,418.4566E-9
-3.0000E+0,596.5655E-9
-2.5000E+0,821.1730E-9
-2.0000E+0,1.0922E-6
-1.5000E+0,1.4265E-6
-1.0000E+0,1.8228E-6
-500.0000E-3,2.2859E-6
000.0000E-3,2.8211E-6
500.0000E-3,3.4329E-6
1.0000E+0,4.1270E-6
1.5000E+0,4.9097E-6
2.0000E+0,5.7856E-6
2.5000E+0,6.7628E-6
3.0000E+0,7.8472E-6
3.5000E+0,9.0027E-6
4.0000E+0,10.3213E-6
4.5000E+0,11.7685E-6
5.0000E+0,13.3485E-6
5.5000E+0,15.0697E-6
6.0000E+0,16.9380E-6
6.5000E+0,18.9627E-6
7.0000E+0,21.1475E-6
7.5000E+0,23.4961E-6
8.0000E+0,26.0164E-6
8.5000E+0,28.7157E-6
9.0000E+0,31.5956E-6
9.5000E+0,34.6681E-6
10.0000E+0,37.9350E-6
10.5000E+0,41.4050E-6
11.0000E+0,45.0784E-6
11.5000E+0,48.9654E-6
12.0000E+0,53.0596E-6
12.5000E+0,57.3663E-6
13.0000E+0,61.9114E-6
13.5000E+0,66.6539E-6
14.0000E+0,71.6392E-6
14.5000E+0,76.7888E-6
15.0000E+0,82.1726E-6
15.5000E+0,87.8203E-6
16.0000E+0,93.3065E-6
16.5000E+0,99.4253E-6
17.0000E+0,105.7775E-6
17.5000E+0,112.3358E-6
18.0000E+0,119.0831E-6
18.5000E+0,126.0989E-6
19.0000E+0,133.3273E-6
19.5000E+0,140.8063E-6
20.0000E+0,148.5236E-6
20.0000E+0,148.3907E-6
19.5000E+0,140.2725E-6
19.0000E+0,132.4143E-6
18.5000E+0,124.8185E-6
18.0000E+0,117.5264E-6
17.5000E+0,110.5933E-6
17.0000E+0,103.8462E-6
16.5000E+0,97.4159E-6
16.0000E+0,91.2357E-6
15.5000E+0,85.3167E-6
15.0000E+0,79.6387E-6
14.5000E+0,74.2000E-6
14.0000E+0,69.0255E-6
13.5000E+0,64.0306E-6
13.0000E+0,59.2936E-6
12.5000E+0,54.8289E-6
12.0000E+0,50.5905E-6
11.5000E+0,46.5648E-6
11.0000E+0,42.7627E-6
10.5000E+0,39.1862E-6
10.0000E+0,35.8280E-6
9.5000E+0,32.6704E-6
9.0000E+0,29.6955E-6
8.5000E+0,26.9217E-6
8.0000E+0,24.3296E-6
7.5000E+0,21.9195E-6
7.0000E+0,19.6792E-6
6.5000E+0,17.6050E-6
6.0000E+0,15.6872E-6
5.5000E+0,13.9223E-6
5.0000E+0,12.3007E-6
4.5000E+0,10.8173E-6
4.0000E+0,9.4635E-6
3.5000E+0,8.2324E-6
3.0000E+0,7.1173E-6
2.5000E+0,6.1348E-6
2.0000E+0,5.2270E-6
1.5000E+0,4.4163E-6
1.0000E+0,3.6951E-6
500.0000E-3,3.0585E-6
000.0000E-3,2.4996E-6
-500.0000E-3,2.0145E-6
-1.0000E+0,1.5971E-6
-1.5000E+0,1.2425E-6
-2.0000E+0,946.2333E-9
-2.5000E+0,702.4642E-9
-3.0000E+0,511.9114E-9
-3.5000E+0,355.7528E-9
-4.0000E+0,237.3613E-9
-4.5000E+0,151.1019E-9
-5.0000E+0,91.3627E-9
-5.5000E+0,53.3295E-9
-6.0000E+0,31.1148E-9
-6.5000E+0,20.2838E-9
-7.0000E+0,16.4586E-9
-7.5000E+0,15.8315E-9
-8.0000E+0,15.8355E-9
-8.5000E+0,15.8521E-9
-9.0000E+0,15.8698E-9
-9.5000E+0,15.8863E-9
-10.0000E+0,15.9027E-9
-10.5000E+0,15.9199E-9
-11.0000E+0,15.9343E-9
-11.5000E+0,15.9489E-9
-12.0000E+0,15.9625E-9
-12.5000E+0,15.9763E-9
-13.0000E+0,15.9884E-9
-13.5000E+0,16.0007E-9
-14.0000E+0,16.0145E-9
-14.5000E+0,16.0275E-9
-15.0000E+0,16.0405E-9
-15.5000E+0,16.0513E-9
-16.0000E+0,16.0628E-9
-16.5000E+0,16.0741E-9
-17.0000E+0,16.0861E-9
-17.5000E+0,16.0969E-9
-18.0000E+0,16.1074E-9
-18.5000E+0,16.1174E-9
-19.0000E+0,16.1271E-9
-19.5000E+0,16.1356E-9
-20.0000E+0,16.1458E-9
