GateV,DrainI
-20.0000E+0,231.3536E-9
-19.5000E+0,231.5314E-9
-19.0000E+0,231.7016E-9
-18.5000E+0,231.8580E-9
-18.0000E+0,232.0061E-9
-17.5000E+0,232.1476E-9
-17.0000E+0,232.2770E-9
-16.5000E+0,232.4011E-9
-16.0000E+0,232.5252E-9
-15.5000E+0,232.6450E-9
-15.0000E+0,232.7574E-9
-14.5000E+0,232.8835E-9
-14.0000E+0,232.9893E-9
-13.5000E+0,233.0959E-9
-13.0000E+0,233.2038E-9
-12.5000E+0,233.3034E-9
-12.0000E+0,233.4081E-9
-11.5000E+0,233.5090E-9
-11.0000E+0,233.6093E-9
-10.5000E+0,233.7096E-9
-10.0000E+0,233.8115E-9
-9.5000E+0,233.9175E-9
-9.0000E+0,234.0307E-9
-8.5000E+0,234.3210E-9
-8.0000E+0,236.0490E-9
-7.5000E+0,243.6457E-9
-7.0000E+0,263.8647E-9
-6.5000E+0,303.6751E-9
-6.0000E+0,369.3483E-9
-5.5000E+0,467.3951E-9
-5.0000E+0,602.3158E-9
-4.5000E+0,779.8819E-9
-4.0000E+0,999.6220E-9
-3.5000E+0,1.2772E-6
-3.0000E+0,1.6110E-6
-2.5000E+0,2.0047E-6
-2.0000E+0,2.4621E-6
-1.5000E+0,2.9864E-6
-1.0000E+0,3.5818E-6
-500.0000E-3,4.2515E-6
000.0000E-3,5.0000E-6
500.0000E-3,5.8301E-6
1.0000E+0,6.7478E-6
1.5000E+0,7.7592E-6
2.0000E+0,8.8679E-6
2.5000E+0,10.0373E-6
3.0000E+0,11.3624E-6
3.5000E+0,12.8047E-6
4.0000E+0,14.3660E-6
4.5000E+0,16.0539E-6
5.0000E+0,17.8704E-6
5.5000E+0,19.8242E-6
6.0000E+0,21.9166E-6
6.5000E+0,24.1542E-6
7.0000E+0,26.5365E-6
7.5000E+0,29.0692E-6
8.0000E+0,31.7549E-6
8.5000E+0,34.6004E-6
9.0000E+0,37.6045E-6
9.5000E+0,40.7730E-6
10.0000E+0,44.0999E-6
10.5000E+0,47.5960E-6
11.0000E+0,51.2525E-6
11.5000E+0,55.0896E-6
12.0000E+0,59.0894E-6
12.5000E+0,63.2548E-6
13.0000E+0,67.5829E-6
13.5000E+0,72.0920E-6
14.0000E+0,76.7566E-6
14.5000E+0,81.5989E-6
15.0000E+0,86.6166E-6
15.5000E+0,91.4761E-6
16.0000E+0,96.8360E-6
16.5000E+0,102.3526E-6
17.0000E+0,108.0256E-6
17.5000E+0,113.8506E-6
18.0000E+0,119.9088E-6
18.5000E+0,126.0478E-6
19.0000E+0,132.3133E-6
19.5000E+0,138.7706E-6
20.0000E+0,145.3999E-6
20.0000E+0,145.1703E-6
19.5000E+0,138.2055E-6
19.0000E+0,131.4856E-6
18.5000E+0,124.9325E-6
18.0000E+0,118.5963E-6
17.5000E+0,112.4411E-6
17.0000E+0,106.4778E-6
16.5000E+0,100.6995E-6
16.0000E+0,95.1116E-6
15.5000E+0,89.6891E-6
15.0000E+0,84.4650E-6
14.5000E+0,79.4101E-6
14.0000E+0,74.5467E-6
13.5000E+0,69.8814E-6
13.0000E+0,65.3658E-6
12.5000E+0,61.0425E-6
12.0000E+0,56.9029E-6
11.5000E+0,52.9437E-6
11.0000E+0,49.1640E-6
10.5000E+0,45.5645E-6
10.0000E+0,42.1391E-6
9.5000E+0,38.8856E-6
9.0000E+0,35.7986E-6
8.5000E+0,32.8807E-6
8.0000E+0,30.1220E-6
7.5000E+0,27.5262E-6
7.0000E+0,25.0834E-6
6.5000E+0,22.7927E-6
6.0000E+0,20.6468E-6
5.5000E+0,18.6443E-6
5.0000E+0,16.7800E-6
4.5000E+0,15.0492E-6
4.0000E+0,13.4442E-6
3.5000E+0,11.9627E-6
3.0000E+0,10.5978E-6
2.5000E+0,9.3462E-6
2.0000E+0,8.2010E-6
1.5000E+0,7.1577E-6
1.0000E+0,6.2360E-6
500.0000E-3,5.3708E-6
000.0000E-3,4.5908E-6
-500.0000E-3,3.8923E-6
-1.0000E+0,3.2700E-6
-1.5000E+0,2.7191E-6
-2.0000E+0,2.2368E-6
-2.5000E+0,1.8182E-6
-3.0000E+0,1.4601E-6
-3.5000E+0,1.1585E-6
-4.0000E+0,909.4465E-9
-4.5000E+0,708.7906E-9
-5.0000E+0,556.0247E-9
-5.5000E+0,435.9332E-9
-6.0000E+0,350.0984E-9
-6.5000E+0,293.2226E-9
-7.0000E+0,259.5978E-9
-7.5000E+0,243.0909E-9
-8.0000E+0,237.2587E-9
-8.5000E+0,236.0983E-9
-9.0000E+0,235.9914E-9
-9.5000E+0,235.9962E-9
-10.0000E+0,236.0277E-9
-10.5000E+0,236.0799E-9
-11.0000E+0,236.1366E-9
-11.5000E+0,236.1974E-9
-12.0000E+0,236.2578E-9
-12.5000E+0,236.3183E-9
-13.0000E+0,236.3801E-9
-13.5000E+0,236.4415E-9
-14.0000E+0,236.5017E-9
-14.5000E+0,236.5649E-9
-15.0000E+0,236.6302E-9
-15.5000E+0,236.6921E-9
-16.0000E+0,236.7490E-9
-16.5000E+0,236.8091E-9
-17.0000E+0,236.8617E-9
-17.5000E+0,236.9358E-9
-18.0000E+0,237.0021E-9
-18.5000E+0,237.0446E-9
-19.0000E+0,237.1041E-9
-19.5000E+0,237.2350E-9
-20.0000E+0,237.2323E-9
