GateV,DrainI
-20.0000E+0,27.0786E-9
-19.5000E+0,27.1086E-9
-19.0000E+0,27.1350E-9
-18.5000E+0,27.1588E-9
-18.0000E+0,27.1807E-9
-17.5000E+0,27.1998E-9
-17.0000E+0,27.2190E-9
-16.5000E+0,27.2376E-9
-16.0000E+0,27.2565E-9
-15.5000E+0,27.2733E-9
-15.0000E+0,27.2844E-9
-14.5000E+0,27.2996E-9
-14.0000E+0,27.3147E-9
-13.5000E+0,27.3234E-9
-13.0000E+0,27.3388E-9
-12.5000E+0,27.3503E-9
-12.0000E+0,27.3627E-9
-11.5000E+0,27.3778E-9
-11.0000E+0,27.3815E-9
-10.5000E+0,27.3961E-9
-10.0000E+0,27.4057E-9
-9.5000E+0,27.4134E-9
-9.0000E+0,27.4243E-9
-8.5000E+0,27.4370E-9
-8.0000E+0,27.4504E-9
-7.5000E+0,27.4605E-9
-7.0000E+0,27.5040E-9
-6.5000E+0,27.6276E-9
-6.0000E+0,28.4414E-9
-5.5000E+0,32.8666E-9
-5.0000E+0,47.6464E-9
-4.5000E+0,49.8954E-9
-4.0000E+0,49.8908E-9
-3.5000E+0,49.8836E-9
-3.0000E+0,49.8792E-9
-2.5000E+0,49.8763E-9
-2.0000E+0,49.8761E-9
-1.5000E+0,49.8793E-9
-1.0000E+0,49.9486E-9
-500.0000E-3,49.9425E-9
000.0000E-3,57.6946E-9
500.0000E-3,54.1674E-9
1.0000E+0,58.8129E-9
1.5000E+0,427.0878E-9
2.0000E+0,825.3358E-9
2.5000E+0,1.0246E-6
3.0000E+0,1.3087E-6
3.5000E+0,1.6132E-6
4.0000E+0,1.9617E-6
4.5000E+0,2.3557E-6
5.0000E+0,2.8046E-6
5.5000E+0,3.3050E-6
6.0000E+0,3.8620E-6
6.5000E+0,4.4787E-6
7.0000E+0,5.1574E-6
7.5000E+0,5.8126E-6
8.0000E+0,6.6742E-6
8.5000E+0,7.5226E-6
9.0000E+0,8.5648E-6
9.5000E+0,9.3565E-6
10.0000E+0,10.6757E-6
10.5000E+0,11.8286E-6
11.0000E+0,13.1223E-6
11.5000E+0,14.4199E-6
12.0000E+0,15.9214E-6
12.5000E+0,17.4443E-6
13.0000E+0,19.0131E-6
13.5000E+0,20.5573E-6
14.0000E+0,22.3341E-6
14.5000E+0,24.4180E-6
15.0000E+0,26.6530E-6
15.5000E+0,28.6909E-6
16.0000E+0,30.8961E-6
16.5000E+0,33.1211E-6
17.0000E+0,35.8069E-6
17.5000E+0,38.1314E-6
18.0000E+0,41.1414E-6
18.5000E+0,43.8608E-6
19.0000E+0,45.9381E-6
19.5000E+0,49.4286E-6
20.0000E+0,52.8066E-6
20.0000E+0,52.8244E-6
19.5000E+0,49.7056E-6
19.0000E+0,46.6108E-6
18.5000E+0,43.6473E-6
18.0000E+0,40.8024E-6
17.5000E+0,38.0736E-6
17.0000E+0,35.3565E-6
16.5000E+0,32.8691E-6
16.0000E+0,29.4160E-6
15.5000E+0,27.9864E-6
15.0000E+0,25.9533E-6
14.5000E+0,23.9861E-6
14.0000E+0,22.0246E-6
13.5000E+0,20.2886E-6
13.0000E+0,18.4042E-6
12.5000E+0,16.8005E-6
12.0000E+0,15.3934E-6
11.5000E+0,13.9480E-6
11.0000E+0,12.5441E-6
10.5000E+0,11.3138E-6
10.0000E+0,10.1259E-6
9.5000E+0,8.9456E-6
9.0000E+0,8.0764E-6
8.5000E+0,7.1420E-6
8.0000E+0,6.0182E-6
7.5000E+0,5.5224E-6
7.0000E+0,4.7996E-6
6.5000E+0,4.1480E-6
6.0000E+0,3.5653E-6
5.5000E+0,2.9781E-6
5.0000E+0,2.5626E-6
4.5000E+0,1.6732E-6
4.0000E+0,1.2460E-6
3.5000E+0,931.2259E-9
3.0000E+0,377.8421E-9
2.5000E+0,368.1196E-9
2.0000E+0,113.1809E-9
1.5000E+0,45.4780E-9
1.0000E+0,45.4635E-9
500.0000E-3,45.5857E-9
000.0000E-3,45.7067E-9
-500.0000E-3,45.8178E-9
-1.0000E+0,45.9204E-9
-1.5000E+0,46.0134E-9
-2.0000E+0,46.0963E-9
-2.5000E+0,46.1735E-9
-3.0000E+0,46.2442E-9
-3.5000E+0,46.3061E-9
-4.0000E+0,46.3685E-9
-4.5000E+0,46.4275E-9
-5.0000E+0,46.4822E-9
-5.5000E+0,46.5313E-9
-6.0000E+0,46.5740E-9
-6.5000E+0,46.6270E-9
-7.0000E+0,46.6472E-9
-7.5000E+0,28.7662E-9
-8.0000E+0,28.5636E-9
-8.5000E+0,30.6876E-9
-9.0000E+0,26.7712E-9
-9.5000E+0,26.7144E-9
-10.0000E+0,26.7151E-9
-10.5000E+0,26.7102E-9
-11.0000E+0,26.7162E-9
-11.5000E+0,26.7198E-9
-12.0000E+0,26.7264E-9
-12.5000E+0,26.7380E-9
-13.0000E+0,26.7445E-9
-13.5000E+0,26.7512E-9
-14.0000E+0,26.7596E-9
-14.5000E+0,26.7690E-9
-15.0000E+0,26.7791E-9
-15.5000E+0,26.7881E-9
-16.0000E+0,26.7982E-9
-16.5000E+0,26.8029E-9
-17.0000E+0,26.8200E-9
-17.5000E+0,26.8192E-9
-18.0000E+0,26.8249E-9
-18.5000E+0,26.8345E-9
-19.0000E+0,26.8424E-9
-19.5000E+0,26.8550E-9
-20.0000E+0,26.8630E-9
