GateV,DrainI
-20.0000E+0,935.0787E-9
-19.5000E+0,697.5585E-9
-19.0000E+0,1.1417E-6
-18.5000E+0,926.2232E-9
-18.0000E+0,1.0593E-6
-17.5000E+0,1.0773E-6
-17.0000E+0,1.3128E-6
-16.5000E+0,1.0861E-6
-16.0000E+0,1.1256E-6
-15.5000E+0,1.0609E-6
-15.0000E+0,1.2466E-6
-14.5000E+0,1.3884E-6
-14.0000E+0,1.0168E-6
-13.5000E+0,773.0985E-9
-13.0000E+0,830.4877E-9
-12.5000E+0,848.5018E-9
-12.0000E+0,774.0065E-9
-11.5000E+0,1.0783E-6
-11.0000E+0,803.9069E-9
-10.5000E+0,791.1737E-9
-10.0000E+0,905.0373E-9
-9.5000E+0,772.0342E-9
-9.0000E+0,735.5350E-9
-8.5000E+0,568.3562E-9
-8.0000E+0,527.2804E-9
-7.5000E+0,493.2693E-9
-7.0000E+0,563.4143E-9
-6.5000E+0,553.2729E-9
-6.0000E+0,691.1636E-9
-5.5000E+0,750.3390E-9
-5.0000E+0,859.7948E-9
-4.5000E+0,496.7205E-9
-4.0000E+0,546.2053E-9
-3.5000E+0,524.5000E-9
-3.0000E+0,526.7643E-9
-2.5000E+0,790.7834E-9
-2.0000E+0,745.0121E-9
-1.5000E+0,559.7356E-9
-1.0000E+0,525.8270E-9
-500.0000E-3,736.8115E-9
000.0000E-3,614.1024E-9
500.0000E-3,616.3180E-9
1.0000E+0,759.2641E-9
1.5000E+0,697.7083E-9
2.0000E+0,817.8721E-9
2.5000E+0,762.8343E-9
3.0000E+0,1.1672E-6
3.5000E+0,879.2305E-9
4.0000E+0,741.5366E-9
4.5000E+0,765.3611E-9
5.0000E+0,726.7654E-9
5.5000E+0,730.1185E-9
6.0000E+0,827.8387E-9
6.5000E+0,1.0568E-6
7.0000E+0,937.8091E-9
7.5000E+0,1.0277E-6
8.0000E+0,878.6677E-9
8.5000E+0,882.6314E-9
9.0000E+0,833.8830E-9
9.5000E+0,995.2371E-9
10.0000E+0,1.0734E-6
10.5000E+0,1.2435E-6
11.0000E+0,1.0769E-6
11.5000E+0,1.2240E-6
12.0000E+0,1.2241E-6
12.5000E+0,1.3434E-6
13.0000E+0,1.2147E-6
13.5000E+0,1.0977E-6
14.0000E+0,989.9125E-9
14.5000E+0,1.1079E-6
15.0000E+0,1.1066E-6
15.5000E+0,1.1022E-6
16.0000E+0,781.1121E-9
16.5000E+0,783.4849E-9
17.0000E+0,659.1465E-9
17.5000E+0,735.5724E-9
18.0000E+0,867.6653E-9
18.5000E+0,797.8231E-9
19.0000E+0,888.5684E-9
19.5000E+0,1.0890E-6
20.0000E+0,1.0723E-6
20.0000E+0,974.0779E-9
19.5000E+0,816.9022E-9
19.0000E+0,757.6841E-9
18.5000E+0,758.1771E-9
18.0000E+0,819.3562E-9
17.5000E+0,876.8420E-9
17.0000E+0,807.8614E-9
16.5000E+0,1.0501E-6
16.0000E+0,1.1214E-6
15.5000E+0,1.1596E-6
15.0000E+0,1.5332E-6
14.5000E+0,1.2566E-6
14.0000E+0,1.1411E-6
13.5000E+0,1.0437E-6
13.0000E+0,1.1760E-6
12.5000E+0,667.8309E-9
12.0000E+0,684.0768E-9
11.5000E+0,563.4125E-9
11.0000E+0,547.1276E-9
10.5000E+0,651.0483E-9
10.0000E+0,636.7283E-9
9.5000E+0,697.6140E-9
9.0000E+0,618.0392E-9
8.5000E+0,633.2081E-9
8.0000E+0,877.7142E-9
7.5000E+0,889.9896E-9
7.0000E+0,881.9280E-9
6.5000E+0,877.5829E-9
6.0000E+0,779.3577E-9
5.5000E+0,690.0885E-9
5.0000E+0,892.5105E-9
4.5000E+0,1.2028E-6
4.0000E+0,1.2256E-6
3.5000E+0,1.2335E-6
3.0000E+0,1.3402E-6
2.5000E+0,1.3272E-6
2.0000E+0,1.3175E-6
1.5000E+0,1.1788E-6
1.0000E+0,1.1148E-6
500.0000E-3,1.1474E-6
000.0000E-3,1.0017E-6
-500.0000E-3,908.6715E-9
-1.0000E+0,902.0854E-9
-1.5000E+0,1.0470E-6
-2.0000E+0,1.0914E-6
-2.5000E+0,1.1028E-6
-3.0000E+0,1.1782E-6
-3.5000E+0,1.2914E-6
-4.0000E+0,1.1274E-6
-4.5000E+0,1.0991E-6
-5.0000E+0,1.0756E-6
-5.5000E+0,1.0496E-6
-6.0000E+0,1.2299E-6
-6.5000E+0,1.3594E-6
-7.0000E+0,1.5864E-6
-7.5000E+0,1.6840E-6
-8.0000E+0,1.4084E-6
-8.5000E+0,1.5608E-6
-9.0000E+0,1.2492E-6
-9.5000E+0,1.4051E-6
-10.0000E+0,1.4763E-6
-10.5000E+0,1.5003E-6
-11.0000E+0,1.5717E-6
-11.5000E+0,1.8513E-6
-12.0000E+0,1.6285E-6
-12.5000E+0,1.3046E-6
-13.0000E+0,1.4638E-6
-13.5000E+0,1.7592E-6
-14.0000E+0,1.3196E-6
-14.5000E+0,1.1246E-6
-15.0000E+0,1.1302E-6
-15.5000E+0,1.1012E-6
-16.0000E+0,1.0521E-6
-16.5000E+0,1.3550E-6
-17.0000E+0,1.1988E-6
-17.5000E+0,1.4306E-6
-18.0000E+0,1.3444E-6
-18.5000E+0,1.3612E-6
-19.0000E+0,1.1519E-6
-19.5000E+0,1.2075E-6
-20.0000E+0,1.2486E-6
