GateI,GateV,DrainI
45.7306E-12,-20.0000E+0,24.3229E-12
53.6790E-12,-19.5000E+0,22.8962E-12
52.2265E-12,-19.0000E+0,21.6517E-12
49.8560E-12,-18.5000E+0,20.9637E-12
49.6946E-12,-18.0000E+0,20.0935E-12
49.2206E-12,-17.5000E+0,19.1222E-12
54.4456E-12,-17.0000E+0,19.4662E-12
51.1572E-12,-16.5000E+0,18.3835E-12
53.7395E-12,-16.0000E+0,18.5960E-12
52.7207E-12,-15.5000E+0,17.1997E-12
55.4140E-12,-15.0000E+0,17.1592E-12
54.4154E-12,-14.5000E+0,16.8759E-12
55.2728E-12,-14.0000E+0,17.0075E-12
55.7872E-12,-13.5000E+0,16.6736E-12
57.1490E-12,-13.0000E+0,16.2486E-12
55.4544E-12,-12.5000E+0,16.1474E-12
56.4732E-12,-12.0000E+0,15.5909E-12
61.0629E-12,-11.5000E+0,15.7528E-12
63.1711E-12,-11.0000E+0,14.8826E-12
61.1032E-12,-10.5000E+0,15.5707E-12
59.5901E-12,-10.0000E+0,15.3987E-12
63.6855E-12,-9.5000E+0,14.5892E-12
59.7313E-12,-9.0000E+0,15.1356E-12
56.9977E-12,-8.5000E+0,14.0833E-12
55.4645E-12,-8.0000E+0,14.3363E-12
61.4159E-12,-7.5000E+0,14.6904E-12
60.5484E-12,-7.0000E+0,14.5386E-12
64.4521E-12,-6.5000E+0,14.0226E-12
60.8712E-12,-6.0000E+0,14.0631E-12
59.5195E-12,-5.5000E+0,13.7696E-12
60.5787E-12,-5.0000E+0,14.0833E-12
62.8785E-12,-4.5000E+0,13.9821E-12
64.1899E-12,-4.0000E+0,14.2047E-12
65.2087E-12,-3.5000E+0,13.2840E-12
66.4393E-12,-3.0000E+0,13.2435E-12
67.4884E-12,-2.5000E+0,13.2334E-12
66.5806E-12,-2.0000E+0,13.6786E-12
66.8428E-12,-1.5000E+0,13.8304E-12
64.4824E-12,-1.0000E+0,13.7393E-12
67.9121E-12,-500.0000E-3,15.4493E-12
75.1446E-12,000.0000E-3,172.7178E-12
72.1689E-12,500.0000E-3,2.3073E-9
74.0451E-12,1.0000E+0,10.6273E-9
132.2180E-12,1.5000E+0,29.0174E-9
605.7215E-12,2.0000E+0,60.5014E-9
2.0998E-9,2.5000E+0,108.9016E-9
5.1108E-9,3.0000E+0,174.1325E-9
10.1158E-9,3.5000E+0,259.3663E-9
17.6330E-9,4.0000E+0,364.5209E-9
28.0749E-9,4.5000E+0,491.6541E-9
42.3123E-9,5.0000E+0,633.4852E-9
60.8501E-9,5.5000E+0,798.8007E-9
82.6232E-9,6.0000E+0,984.0129E-9
115.3421E-9,6.5000E+0,1.1729E-6
155.0741E-9,7.0000E+0,1.3748E-6
201.6029E-9,7.5000E+0,1.6097E-6
258.4451E-9,8.0000E+0,1.8389E-6
