GateV,DrainI
-20.0000E+0,44.6706E-12
-19.5000E+0,40.1172E-12
-19.0000E+0,36.4746E-12
-18.5000E+0,33.2164E-12
-18.0000E+0,30.2821E-12
-17.5000E+0,28.6024E-12
-17.0000E+0,27.2971E-12
-16.5000E+0,26.1436E-12
-16.0000E+0,24.4842E-12
-15.5000E+0,23.5735E-12
-15.0000E+0,22.4605E-12
-14.5000E+0,20.7505E-12
-14.0000E+0,21.2868E-12
-13.5000E+0,19.9714E-12
-13.0000E+0,19.3946E-12
-12.5000E+0,18.5750E-12
-12.0000E+0,17.7858E-12
-11.5000E+0,17.7655E-12
-11.0000E+0,17.1281E-12
-10.5000E+0,16.6323E-12
-10.0000E+0,15.9948E-12
-9.5000E+0,15.6306E-12
-9.0000E+0,15.1651E-12
-8.5000E+0,15.4687E-12
-8.0000E+0,14.7604E-12
-7.5000E+0,13.9610E-12
-7.0000E+0,14.3152E-12
-6.5000E+0,13.3033E-12
-6.0000E+0,12.9492E-12
-5.5000E+0,13.5967E-12
-5.0000E+0,12.8277E-12
-4.5000E+0,12.6658E-12
-4.0000E+0,12.1296E-12
-3.5000E+0,12.0992E-12
-3.0000E+0,11.3808E-12
-2.5000E+0,11.1076E-12
-2.0000E+0,10.7535E-12
-1.5000E+0,11.0975E-12
-1.0000E+0,11.0064E-12
-500.0000E-3,10.7231E-12
000.0000E-3,120.7484E-12
500.0000E-3,3.0264E-9
1.0000E+0,16.2341E-9
1.5000E+0,46.1132E-9
2.0000E+0,98.3347E-9
2.5000E+0,175.9704E-9
3.0000E+0,282.2138E-9
3.5000E+0,419.7876E-9
4.0000E+0,591.2831E-9
4.5000E+0,799.3048E-9
5.0000E+0,1.0367E-6
5.5000E+0,1.3257E-6
6.0000E+0,1.6585E-6
6.5000E+0,2.0375E-6
7.0000E+0,2.4644E-6
7.5000E+0,2.9419E-6
8.0000E+0,3.4715E-6
8.5000E+0,4.0566E-6
9.0000E+0,4.6979E-6
9.5000E+0,5.3987E-6
10.0000E+0,6.1594E-6
10.5000E+0,6.9826E-6
11.0000E+0,7.8700E-6
11.5000E+0,8.8247E-6
12.0000E+0,9.7649E-6
12.5000E+0,10.8610E-6
13.0000E+0,12.0241E-6
13.5000E+0,13.2599E-6
14.0000E+0,14.5690E-6
14.5000E+0,15.9549E-6
15.0000E+0,17.4170E-6
15.5000E+0,18.9571E-6
16.0000E+0,20.5708E-6
16.5000E+0,22.2562E-6
17.0000E+0,24.0370E-6
17.5000E+0,25.9038E-6
18.0000E+0,27.8451E-6
18.5000E+0,29.8474E-6
19.0000E+0,31.9403E-6
19.5000E+0,34.1072E-6
20.0000E+0,36.3488E-6
20.0000E+0,36.2502E-6
19.5000E+0,33.8224E-6
19.0000E+0,31.5090E-6
18.5000E+0,29.3030E-6
18.0000E+0,27.1848E-6
17.5000E+0,25.1748E-6
17.0000E+0,23.2600E-6
16.5000E+0,21.4416E-6
16.0000E+0,19.7141E-6
15.5000E+0,18.0799E-6
15.0000E+0,16.5320E-6
14.5000E+0,15.0699E-6
14.0000E+0,13.6931E-6
13.5000E+0,12.3995E-6
13.0000E+0,11.1876E-6
12.5000E+0,10.0537E-6
12.0000E+0,8.9942E-6
11.5000E+0,8.0088E-6
11.0000E+0,7.0945E-6
10.5000E+0,6.2599E-6
10.0000E+0,5.4757E-6
9.5000E+0,4.7589E-6
9.0000E+0,4.1046E-6
8.5000E+0,3.5105E-6
8.0000E+0,2.9737E-6
7.5000E+0,2.4920E-6
7.0000E+0,2.0622E-6
6.5000E+0,1.6818E-6
6.0000E+0,1.3479E-6
5.5000E+0,1.0586E-6
5.0000E+0,811.1714E-9
4.5000E+0,608.8848E-9
4.0000E+0,435.4974E-9
3.5000E+0,297.2338E-9
3.0000E+0,190.3700E-9
2.5000E+0,111.5133E-9
2.0000E+0,57.6981E-9
1.5000E+0,23.8949E-9
1.0000E+0,6.4526E-9
500.0000E-3,624.7357E-12
000.0000E-3,20.9933E-12
-500.0000E-3,13.2527E-12
-1.0000E+0,11.2695E-12
-1.5000E+0,10.3285E-12
-2.0000E+0,9.8529E-12
-2.5000E+0,8.9119E-12
-3.0000E+0,8.6488E-12
-3.5000E+0,8.8411E-12
-4.0000E+0,8.0518E-12
-4.5000E+0,7.7483E-12
-5.0000E+0,7.0096E-12
-5.5000E+0,7.5661E-12
-6.0000E+0,7.1513E-12
-6.5000E+0,7.5459E-12
-7.0000E+0,6.5239E-12
-7.5000E+0,6.9489E-12
-8.0000E+0,7.3132E-12
-8.5000E+0,6.4531E-12
-9.0000E+0,7.4144E-12
-9.5000E+0,6.8275E-12
-10.0000E+0,6.8477E-12
-10.5000E+0,6.0180E-12
-11.0000E+0,6.6858E-12
-11.5000E+0,6.6960E-12
-12.0000E+0,5.9270E-12
-12.5000E+0,6.7061E-12
-13.0000E+0,6.3115E-12
-13.5000E+0,6.2507E-12
-14.0000E+0,6.2609E-12
-14.5000E+0,6.2103E-12
-15.0000E+0,6.1293E-12
-15.5000E+0,6.4936E-12
-16.0000E+0,6.2507E-12
-16.5000E+0,5.6133E-12
-17.0000E+0,6.4531E-12
-17.5000E+0,6.6049E-12
-18.0000E+0,6.4835E-12
-18.5000E+0,6.4835E-12
-19.0000E+0,5.9168E-12
-19.5000E+0,5.8966E-12
-20.0000E+0,5.5222E-12
