GateI,GateV,DrainI
-9.9998E-3,-40.0000E+0,9.9527E-3
-9.9998E-3,-39.5000E+0,9.9503E-3
-9.9998E-3,-39.0000E+0,9.9484E-3
-9.9998E-3,-38.5000E+0,9.9464E-3
-9.9998E-3,-38.0000E+0,9.9447E-3
-9.9998E-3,-37.5000E+0,9.9432E-3
-9.9998E-3,-37.0000E+0,9.9404E-3
-9.9998E-3,-36.5000E+0,9.9399E-3
-9.9998E-3,-36.0000E+0,9.9389E-3
-9.9998E-3,-35.5000E+0,9.9382E-3
-9.9998E-3,-35.0000E+0,9.9381E-3
-9.9998E-3,-34.5000E+0,9.9374E-3
-9.9998E-3,-34.0000E+0,9.9374E-3
-9.9998E-3,-33.5000E+0,9.9373E-3
-9.9998E-3,-33.0000E+0,9.9364E-3
-9.9998E-3,-32.5000E+0,9.9368E-3
-9.9998E-3,-32.0000E+0,9.9366E-3
-9.9998E-3,-31.5000E+0,9.9359E-3
-9.9998E-3,-31.0000E+0,9.9360E-3
-9.9998E-3,-30.5000E+0,9.9360E-3
-9.9998E-3,-30.0000E+0,9.9359E-3
-9.9998E-3,-29.5000E+0,9.9346E-3
-9.9998E-3,-29.0000E+0,9.9354E-3
-9.9998E-3,-28.5000E+0,9.9352E-3
-9.9998E-3,-28.0000E+0,9.9351E-3
-9.9998E-3,-27.5000E+0,9.9353E-3
-9.9998E-3,-27.0000E+0,9.9348E-3
-9.9998E-3,-26.5000E+0,9.9346E-3
-9.9998E-3,-26.0000E+0,9.9344E-3
-9.9998E-3,-25.5000E+0,9.9343E-3
-9.9998E-3,-25.0000E+0,9.9339E-3
-9.9998E-3,-24.5000E+0,9.9339E-3
-9.9998E-3,-24.0000E+0,9.9335E-3
-9.9998E-3,-23.5000E+0,9.9332E-3
-9.9998E-3,-23.0000E+0,9.9333E-3
-9.9998E-3,-22.5000E+0,9.9331E-3
-9.9998E-3,-22.0000E+0,9.9331E-3
-9.9163E-3,-21.5000E+0,9.8919E-3
-9.7046E-3,-21.0000E+0,9.7879E-3
-9.4830E-3,-20.5000E+0,9.6780E-3
-9.2662E-3,-20.0000E+0,9.5710E-3
-9.0514E-3,-19.5000E+0,9.4651E-3
-8.8318E-3,-19.0000E+0,9.3563E-3
-8.6140E-3,-18.5000E+0,9.2487E-3
-8.4024E-3,-18.0000E+0,9.1447E-3
-8.1878E-3,-17.5000E+0,9.0390E-3
-7.9729E-3,-17.0000E+0,8.9332E-3
-7.7577E-3,-16.5000E+0,8.8270E-3
-7.5438E-3,-16.0000E+0,8.7216E-3
-7.3292E-3,-15.5000E+0,8.6157E-3
-7.1150E-3,-15.0000E+0,8.5102E-3
-6.9014E-3,-14.5000E+0,8.4050E-3
-6.6890E-3,-14.0000E+0,8.3003E-3
-6.4750E-3,-13.5000E+0,8.1948E-3
-6.2622E-3,-13.0000E+0,8.0901E-3
-6.0490E-3,-12.5000E+0,7.9850E-3
-5.8368E-3,-12.0000E+0,7.8805E-3
-5.6237E-3,-11.5000E+0,7.7755E-3
-5.4104E-3,-11.0000E+0,7.6702E-3
-5.1973E-3,-10.5000E+0,7.5652E-3
-4.9854E-3,-10.0000E+0,7.4606E-3
-4.7732E-3,-9.5000E+0,7.3559E-3
-4.5609E-3,-9.0000E+0,7.2513E-3
-4.3488E-3,-8.5000E+0,7.1466E-3
-4.1380E-3,-8.0000E+0,7.0425E-3
-3.9266E-3,-7.5000E+0,6.9381E-3
-3.7156E-3,-7.0000E+0,6.8340E-3
-3.5054E-3,-6.5000E+0,6.7302E-3
-3.2952E-3,-6.0000E+0,6.6263E-3
-3.0878E-3,-5.5000E+0,6.5239E-3
-2.8795E-3,-5.0000E+0,6.4210E-3
-2.6724E-3,-4.5000E+0,6.3187E-3
-2.4667E-3,-4.0000E+0,6.2170E-3
-2.2637E-3,-3.5000E+0,6.1167E-3
-2.0620E-3,-3.0000E+0,6.0157E-3
-1.8621E-3,-2.5000E+0,5.9166E-3
-1.6648E-3,-2.0000E+0,5.8192E-3
-1.4715E-3,-1.5000E+0,5.7237E-3
-1.2798E-3,-1.0000E+0,5.6291E-3
-1.0910E-3,-500.0000E-3,5.5357E-3
-904.9222E-6,000.0000E-3,5.4437E-3
-722.8223E-6,500.0000E-3,5.3537E-3
-543.2945E-6,1.0000E+0,5.2649E-3
-364.7970E-6,1.5000E+0,5.1767E-3
-189.0698E-6,2.0000E+0,5.0898E-3
-15.7647E-6,2.5000E+0,5.0045E-3
154.9384E-6,3.0000E+0,4.9203E-3
328.0174E-6,3.5000E+0,4.8353E-3
504.9955E-6,4.0000E+0,4.7482E-3
