GateV,DrainI
-20.0000E+0,43.8813E-12
-19.5000E+0,38.3465E-12
-19.0000E+0,34.7544E-12
-18.5000E+0,31.3142E-12
-18.0000E+0,28.9262E-12
-17.5000E+0,26.2043E-12
-17.0000E+0,24.8080E-12
-16.5000E+0,22.6629E-12
-16.0000E+0,22.0457E-12
-15.5000E+0,19.7690E-12
-15.0000E+0,19.9916E-12
-14.5000E+0,19.2024E-12
-14.0000E+0,18.5447E-12
-13.5000E+0,17.7554E-12
-13.0000E+0,16.5311E-12
-12.5000E+0,16.3591E-12
-12.0000E+0,16.1061E-12
-11.5000E+0,15.7014E-12
-11.0000E+0,14.6693E-12
-10.5000E+0,14.8514E-12
-10.0000E+0,14.0318E-12
-9.5000E+0,13.7485E-12
-9.0000E+0,13.4146E-12
-8.5000E+0,12.6456E-12
-8.0000E+0,13.0807E-12
-7.5000E+0,12.3218E-12
-7.0000E+0,11.3808E-12
-6.5000E+0,12.1296E-12
-6.0000E+0,11.4213E-12
-5.5000E+0,10.3892E-12
-5.0000E+0,10.9154E-12
-4.5000E+0,10.6320E-12
-4.0000E+0,9.7315E-12
-3.5000E+0,9.7315E-12
-3.0000E+0,9.8529E-12
-2.5000E+0,9.8529E-12
-2.0000E+0,9.9237E-12
-1.5000E+0,9.0839E-12
-1.0000E+0,9.5494E-12
-500.0000E-3,16.9257E-12
000.0000E-3,947.6159E-12
500.0000E-3,8.1295E-9
1.0000E+0,26.9998E-9
1.5000E+0,61.2303E-9
2.0000E+0,114.4471E-9
2.5000E+0,189.1392E-9
3.0000E+0,287.7514E-9
3.5000E+0,412.6352E-9
4.0000E+0,565.8404E-9
4.5000E+0,749.5100E-9
5.0000E+0,951.9119E-9
5.5000E+0,1.2028E-6
6.0000E+0,1.4902E-6
6.5000E+0,1.8160E-6
7.0000E+0,2.1815E-6
7.5000E+0,2.5890E-6
8.0000E+0,3.0398E-6
8.5000E+0,3.5365E-6
9.0000E+0,4.0797E-6
9.5000E+0,4.6721E-6
10.0000E+0,5.3137E-6
10.5000E+0,6.0071E-6
11.0000E+0,6.7532E-6
11.5000E+0,7.5538E-6
12.0000E+0,8.4092E-6
12.5000E+0,9.2333E-6
13.0000E+0,10.2004E-6
13.5000E+0,11.2286E-6
14.0000E+0,12.3208E-6
14.5000E+0,13.4740E-6
15.0000E+0,14.6879E-6
15.5000E+0,15.9630E-6
16.0000E+0,17.2895E-6
16.5000E+0,18.6887E-6
17.0000E+0,20.1547E-6
17.5000E+0,21.6854E-6
18.0000E+0,23.2768E-6
18.5000E+0,24.9296E-6
19.0000E+0,26.6461E-6
19.5000E+0,28.4229E-6
20.0000E+0,30.2528E-6
20.0000E+0,30.1409E-6
19.5000E+0,28.1165E-6
19.0000E+0,26.1867E-6
18.5000E+0,24.3402E-6
18.0000E+0,22.5778E-6
17.5000E+0,20.8978E-6
17.0000E+0,19.2995E-6
16.5000E+0,17.7808E-6
16.0000E+0,16.3381E-6
15.5000E+0,14.9743E-6
15.0000E+0,13.6839E-6
14.5000E+0,12.4687E-6
14.0000E+0,11.3236E-6
13.5000E+0,10.2486E-6
13.0000E+0,9.2411E-6
12.5000E+0,8.3007E-6
12.0000E+0,7.4226E-6
11.5000E+0,6.6078E-6
11.0000E+0,5.8460E-6
10.5000E+0,5.1455E-6
10.0000E+0,4.5020E-6
9.5000E+0,3.9128E-6
9.0000E+0,3.3747E-6
8.5000E+0,2.8866E-6
8.0000E+0,2.4459E-6
7.5000E+0,2.0507E-6
7.0000E+0,1.6984E-6
6.5000E+0,1.3871E-6
6.0000E+0,1.1142E-6
5.5000E+0,877.9087E-9
5.0000E+0,681.7471E-9
4.5000E+0,509.6790E-9
4.0000E+0,368.2077E-9
3.5000E+0,254.6618E-9
3.0000E+0,166.3913E-9
2.5000E+0,100.7098E-9
2.0000E+0,55.0720E-9
1.5000E+0,25.1888E-9
1.0000E+0,8.3620E-9
500.0000E-3,1.3720E-9
000.0000E-3,38.1441E-12
-500.0000E-3,9.7011E-12
-1.0000E+0,7.2727E-12
-1.5000E+0,6.9084E-12
-2.0000E+0,6.0686E-12
-2.5000E+0,6.0787E-12
-3.0000E+0,5.7752E-12
-3.5000E+0,5.5526E-12
-4.0000E+0,4.7633E-12
-4.5000E+0,4.8645E-12
-5.0000E+0,5.3907E-12
-5.5000E+0,4.5306E-12
-6.0000E+0,5.1074E-12
-6.5000E+0,4.6520E-12
-7.0000E+0,4.4193E-12
-7.5000E+0,3.7616E-12
-8.0000E+0,3.9235E-12
-8.5000E+0,3.7211E-12
-9.0000E+0,3.9640E-12
-9.5000E+0,3.5289E-12
-10.0000E+0,4.2473E-12
-10.5000E+0,3.6098E-12
-11.0000E+0,3.2253E-12
-11.5000E+0,3.1343E-12
-12.0000E+0,3.5795E-12
-12.5000E+0,3.1241E-12
-13.0000E+0,3.4783E-12
-13.5000E+0,3.1747E-12
-14.0000E+0,3.8830E-12
-14.5000E+0,3.3467E-12
-15.0000E+0,3.5390E-12
-15.5000E+0,3.0735E-12
-16.0000E+0,2.1932E-12
-16.5000E+0,3.3265E-12
-17.0000E+0,3.1343E-12
-17.5000E+0,2.9218E-12
-18.0000E+0,3.3265E-12
-18.5000E+0,2.8509E-12
-19.0000E+0,2.8105E-12
-19.5000E+0,2.4766E-12
-20.0000E+0,2.7700E-12
