GateV,DrainI
-20.0000E+0,45.3992E-12
-19.5000E+0,40.2994E-12
-19.0000E+0,36.8795E-12
-18.5000E+0,34.2386E-12
-18.0000E+0,31.7293E-12
-17.5000E+0,29.9283E-12
-17.0000E+0,27.9653E-12
-16.5000E+0,26.4476E-12
-16.0000E+0,24.8186E-12
-15.5000E+0,23.8067E-12
-15.0000E+0,22.7848E-12
-14.5000E+0,21.7325E-12
-14.0000E+0,21.4694E-12
-13.5000E+0,20.5588E-12
-13.0000E+0,19.9719E-12
-12.5000E+0,19.7089E-12
-12.0000E+0,18.4947E-12
-11.5000E+0,18.3227E-12
-11.0000E+0,17.3817E-12
-10.5000E+0,17.4120E-12
-10.0000E+0,16.7645E-12
-9.5000E+0,16.3193E-12
-9.0000E+0,16.4103E-12
-8.5000E+0,16.1574E-12
-8.0000E+0,16.0360E-12
-7.5000E+0,15.4592E-12
-7.0000E+0,14.6295E-12
-6.5000E+0,14.8420E-12
-6.0000E+0,14.1135E-12
-5.5000E+0,14.7611E-12
-5.0000E+0,14.1944E-12
-4.5000E+0,13.1421E-12
-4.0000E+0,13.9415E-12
-3.5000E+0,13.7998E-12
-3.0000E+0,13.9617E-12
-2.5000E+0,12.7374E-12
-2.0000E+0,12.8690E-12
-1.5000E+0,12.6565E-12
-1.0000E+0,13.0814E-12
-500.0000E-3,12.4136E-12
000.0000E-3,16.9061E-12
500.0000E-3,750.3612E-12
1.0000E+0,6.2692E-9
1.5000E+0,19.3681E-9
2.0000E+0,40.9442E-9
2.5000E+0,65.5310E-9
3.0000E+0,99.6730E-9
3.5000E+0,145.1464E-9
4.0000E+0,194.4875E-9
4.5000E+0,296.9802E-9
5.0000E+0,556.1380E-9
5.5000E+0,651.7668E-9
6.0000E+0,811.6489E-9
6.5000E+0,1.3736E-6
7.0000E+0,1.5172E-6
7.5000E+0,1.7872E-6
8.0000E+0,2.1736E-6
8.5000E+0,2.4744E-6
9.0000E+0,2.8571E-6
9.5000E+0,3.2920E-6
10.0000E+0,3.9705E-6
10.5000E+0,4.5496E-6
11.0000E+0,5.3104E-6
11.5000E+0,6.5245E-6
12.0000E+0,7.3026E-6
12.5000E+0,8.1337E-6
13.0000E+0,8.9180E-6
13.5000E+0,9.7929E-6
14.0000E+0,10.7742E-6
14.5000E+0,11.7935E-6
15.0000E+0,12.8749E-6
15.5000E+0,14.0107E-6
16.0000E+0,15.1832E-6
16.5000E+0,16.4323E-6
17.0000E+0,17.7228E-6
17.5000E+0,19.0811E-6
18.0000E+0,20.4596E-6
18.5000E+0,21.9149E-6
19.0000E+0,23.3900E-6
19.5000E+0,25.0295E-6
20.0000E+0,26.6280E-6
20.0000E+0,26.7216E-6
19.5000E+0,25.1877E-6
19.0000E+0,23.4747E-6
18.5000E+0,21.7497E-6
18.0000E+0,20.1495E-6
17.5000E+0,18.8082E-6
17.0000E+0,17.9556E-6
16.5000E+0,16.6154E-6
16.0000E+0,15.2258E-6
15.5000E+0,13.9149E-6
15.0000E+0,12.6789E-6
14.5000E+0,11.5155E-6
14.0000E+0,10.4233E-6
13.5000E+0,9.4013E-6
13.0000E+0,8.4463E-6
12.5000E+0,7.5561E-6
12.0000E+0,6.7281E-6
11.5000E+0,5.9557E-6
11.0000E+0,5.2437E-6
10.5000E+0,4.5908E-6
10.0000E+0,3.9923E-6
9.5000E+0,3.4469E-6
9.0000E+0,2.9506E-6
8.5000E+0,2.5024E-6
8.0000E+0,2.0997E-6
7.5000E+0,1.7410E-6
7.0000E+0,1.4233E-6
6.5000E+0,1.1447E-6
6.0000E+0,902.8039E-9
5.5000E+0,701.0030E-9
5.0000E+0,523.9291E-9
4.5000E+0,378.0613E-9
4.0000E+0,260.2731E-9
3.5000E+0,168.4505E-9
3.0000E+0,100.2070E-9
2.5000E+0,53.3325E-9
2.0000E+0,23.2493E-9
1.5000E+0,7.0742E-9
1.0000E+0,968.0752E-12
500.0000E-3,29.9283E-12
000.0000E-3,15.4187E-12
-500.0000E-3,13.6784E-12
-1.0000E+0,12.5249E-12
-1.5000E+0,12.3327E-12
-2.0000E+0,11.7155E-12
-2.5000E+0,11.5536E-12
-3.0000E+0,11.5131E-12
-3.5000E+0,11.4018E-12
-4.0000E+0,10.4203E-12
-4.5000E+0,10.5316E-12
-5.0000E+0,10.3394E-12
-5.5000E+0,10.5620E-12
-6.0000E+0,10.4305E-12
-6.5000E+0,9.9144E-12
-7.0000E+0,10.1370E-12
-7.5000E+0,9.6008E-12
-8.0000E+0,9.9347E-12
-8.5000E+0,9.9954E-12
-9.0000E+0,9.7728E-12
-9.5000E+0,9.4085E-12
-10.0000E+0,9.5097E-12
-10.5000E+0,9.4186E-12
-11.0000E+0,9.7019E-12
-11.5000E+0,9.7829E-12
-12.0000E+0,9.0240E-12
-12.5000E+0,8.1033E-12
-13.0000E+0,9.5805E-12
-13.5000E+0,8.8824E-12
-14.0000E+0,8.3056E-12
-14.5000E+0,8.5384E-12
-15.0000E+0,8.8824E-12
-15.5000E+0,8.6699E-12
-16.0000E+0,9.0341E-12
-16.5000E+0,8.4878E-12
-17.0000E+0,8.9026E-12
-17.5000E+0,8.8419E-12
-18.0000E+0,8.3360E-12
-18.5000E+0,8.8318E-12
-19.0000E+0,8.9431E-12
-19.5000E+0,8.8520E-12
-20.0000E+0,8.1033E-12
