GateV,DrainI
-20.0000E+0,43.8914E-12
-19.5000E+0,39.5202E-12
-19.0000E+0,35.7663E-12
-18.5000E+0,32.2046E-12
-18.0000E+0,29.5030E-12
-17.5000E+0,27.4186E-12
-17.0000E+0,26.2549E-12
-16.5000E+0,25.1115E-12
-16.0000E+0,23.5533E-12
-15.5000E+0,22.6224E-12
-15.0000E+0,21.8028E-12
-14.5000E+0,21.0136E-12
-14.0000E+0,20.1130E-12
-13.5000E+0,18.9393E-12
-13.0000E+0,17.4418E-12
-12.5000E+0,17.6644E-12
-12.0000E+0,17.3305E-12
-11.5000E+0,15.8532E-12
-11.0000E+0,15.9442E-12
-10.5000E+0,15.3877E-12
-10.0000E+0,15.5901E-12
-9.5000E+0,14.5479E-12
-9.0000E+0,14.6389E-12
-8.5000E+0,13.9914E-12
-8.0000E+0,13.4045E-12
-7.5000E+0,13.9509E-12
-7.0000E+0,13.0706E-12
-6.5000E+0,13.0402E-12
-6.0000E+0,13.3640E-12
-5.5000E+0,12.3421E-12
-5.0000E+0,11.9070E-12
-4.5000E+0,11.7147E-12
-4.0000E+0,12.0284E-12
-3.5000E+0,11.1886E-12
-3.0000E+0,10.6422E-12
-2.5000E+0,11.0773E-12
-2.0000E+0,10.6320E-12
-1.5000E+0,10.7636E-12
-1.0000E+0,10.1868E-12
-500.0000E-3,10.5814E-12
000.0000E-3,81.8595E-12
500.0000E-3,2.1042E-9
1.0000E+0,11.0227E-9
1.5000E+0,31.4251E-9
2.0000E+0,66.8609E-9
2.5000E+0,120.8790E-9
3.0000E+0,195.4969E-9
3.5000E+0,293.1278E-9
4.0000E+0,415.7780E-9
4.5000E+0,565.5965E-9
5.0000E+0,744.4336E-9
5.5000E+0,942.2537E-9
6.0000E+0,1.1856E-6
6.5000E+0,1.4642E-6
7.0000E+0,1.7790E-6
7.5000E+0,2.1325E-6
8.0000E+0,2.5260E-6
8.5000E+0,2.9620E-6
9.0000E+0,3.4414E-6
9.5000E+0,3.9665E-6
10.0000E+0,4.5376E-6
10.5000E+0,5.1578E-6
11.0000E+0,5.8274E-6
11.5000E+0,6.5500E-6
12.0000E+0,7.3244E-6
12.5000E+0,8.1542E-6
13.0000E+0,8.9472E-6
13.5000E+0,9.8927E-6
14.0000E+0,10.8934E-6
14.5000E+0,11.9534E-6
15.0000E+0,13.0686E-6
15.5000E+0,14.2500E-6
16.0000E+0,15.4927E-6
16.5000E+0,16.8031E-6
17.0000E+0,18.1747E-6
17.5000E+0,19.6139E-6
18.0000E+0,21.1163E-6
18.5000E+0,22.6861E-6
19.0000E+0,24.3221E-6
19.5000E+0,26.0247E-6
20.0000E+0,27.7912E-6
20.0000E+0,27.6988E-6
19.5000E+0,25.7716E-6
19.0000E+0,23.9412E-6
18.5000E+0,22.2015E-6
18.0000E+0,20.5471E-6
17.5000E+0,18.9747E-6
17.0000E+0,17.4826E-6
16.5000E+0,16.0704E-6
16.0000E+0,14.7345E-6
15.5000E+0,13.4739E-6
15.0000E+0,12.2847E-6
14.5000E+0,11.1662E-6
14.0000E+0,10.1149E-6
13.5000E+0,9.1310E-6
13.0000E+0,8.2110E-6
12.5000E+0,7.3539E-6
12.0000E+0,6.5576E-6
11.5000E+0,5.8131E-6
11.0000E+0,5.1270E-6
10.5000E+0,4.4963E-6
10.0000E+0,3.9183E-6
9.5000E+0,3.3905E-6
9.0000E+0,2.9103E-6
8.5000E+0,2.4763E-6
8.0000E+0,2.0859E-6
7.5000E+0,1.7376E-6
7.0000E+0,1.4285E-6
6.5000E+0,1.1568E-6
6.0000E+0,920.1941E-9
5.5000E+0,716.8640E-9
5.0000E+0,549.1040E-9
4.5000E+0,403.8350E-9
4.0000E+0,285.7150E-9
3.5000E+0,192.2400E-9
3.0000E+0,121.0510E-9
2.5000E+0,70.2266E-9
2.0000E+0,35.5207E-9
1.5000E+0,14.3659E-9
1.0000E+0,3.7765E-9
500.0000E-3,361.2869E-12
000.0000E-3,18.8381E-12
-500.0000E-3,12.5950E-12
-1.0000E+0,11.5629E-12
-1.5000E+0,10.3386E-12
-2.0000E+0,9.5898E-12
-2.5000E+0,9.2256E-12
-3.0000E+0,10.0958E-12
-3.5000E+0,9.2357E-12
-4.0000E+0,8.7399E-12
-4.5000E+0,7.6269E-12
-5.0000E+0,8.3351E-12
-5.5000E+0,8.3351E-12
-6.0000E+0,7.6167E-12
-6.5000E+0,7.4144E-12
-7.0000E+0,7.6572E-12
-7.5000E+0,7.4852E-12
-8.0000E+0,7.4447E-12
-8.5000E+0,6.9186E-12
-9.0000E+0,6.6251E-12
-9.5000E+0,7.1816E-12
-10.0000E+0,7.0501E-12
-10.5000E+0,6.4632E-12
-11.0000E+0,7.1412E-12
-11.5000E+0,6.5442E-12
-12.0000E+0,6.3418E-12
-12.5000E+0,5.8966E-12
-13.0000E+0,6.2811E-12
-13.5000E+0,6.4632E-12
-14.0000E+0,6.5341E-12
-14.5000E+0,5.8865E-12
-15.0000E+0,6.2710E-12
-15.5000E+0,6.2103E-12
-16.0000E+0,5.8966E-12
-16.5000E+0,6.2305E-12
-17.0000E+0,5.8966E-12
-17.5000E+0,5.4919E-12
-18.0000E+0,6.1192E-12
-18.5000E+0,5.3097E-12
-19.0000E+0,5.4109E-12
-19.5000E+0,5.3198E-12
-20.0000E+0,5.2895E-12
